	id_tweet	text	no	none	si
540	1060666915591479302	Hasta cuando soportaremos las “marchas pacíficas” de estos desadaptados disfrazados de estudiantes .... supongo que el terrorista que soltaron por “falta de pruebas” por los atentados a Bogota, estará afinando puntería contra #transmilenio, @rcnradio , @PoliciaColombia	3	0	0
542	1071576804626960385	y cerca de donde estaban lanzando pólvora había una revuelta en transmilenio. https://t.co/3Dvb3kOw7n	3	0	0
543	1071232349298442241	Prender velas en Bogotá tiene como finalidad mejorar este hjdp clima	3	0	0
544	1073196850998665216	El Transmilenio de la 7ma es lo peor. Una obra que nadie quiere, que es caprichosa y que le quita una plata importante al Metro para hacer un par de kilómetros adicionales. Nefasto.	3	0	0
545	1064578057741099008	No cesa inseguridad en Transmilenio a Soacha https://t.co/t8RssQzAd2	3	0	0
546	1067765377768275968	@GaboBenavidesB Que investiguen, pero el tema del debate no era ese, el tema del debate es la vinculación  #NHM con Odebrecht, si se quiere las amenazas del mismo a los citantes al debate y a los medios, pero ahora el tema es un video, con mal audio que tendenciosamente asocian con la tapa hueco	3	0	0
548	1059492161941581825	@alejandromayam @TransMilenio @NoticiasRCN Ley actual (PND) permite compra de trenes, no de buses Es modificable por el Congreso si existe interés en cambio tecnológico	3	0	0
549	1058091169803046912	@EnriquePenalosa Lastimosamente no hay opciones de transporte público de cálidad en eata ciudad y no queda de otra que usar esa porquería contaminadora de transmilenio, pero claro que apoyo a los estudiantes, trancones de transmilenio hay TODOS los días. Lo invito a usarlo a cualquier hora	3	0	0
550	1071095609770340352	Que se despierten los instintos, que suba la temperatura y nos pongamos a  bailar  bien bajito 🔥👫👬👭🔥 escucha lo nuevo de @anaguerra  #Bajito 😈👄 https://t.co/vj4Z06WcN8 https://t.co/rSXcXmICh7	3	0	0
551	1049875246344486913	@Bancolombia Sirve para pagar el pasaje del bus sitp????	3	0	0
552	1052725418602782721	#TodosSomosPeatones @Walk21Bogota #Walk21Bogotá usted,sus familiares,así vayan en moto,carro, bicicleta,@TransMilenio,taxi... Mírate Todos Somos Peatones https://t.co/366vOA9x84	3	0	0
553	1070336509562228736	@Chingaragato Hola.Somos una aplicación que no tiene relación directa con @TransMilenio. Para reportes puedes comunicarte con ellos ¡Saludos!	3	0	0
554	1062843058738348032	Ruta 14 Betania ↔ Chapinero de Bosa a Chapinero (con mapas) - subete al #SITP https://t.co/mLRwIB0jdL	3	0	0
555	1052650620648345600	@EmelRojasC @SENAComunica @TransMilenio @Bogota Cristiano = mezquino, soberbio y ruin.	3	0	0
556	1074850486409355264	El sistema TransMilenio tendrá el próximo año 168 cámaras de vigilancia adicionales a las que operan → https://t.co/3SGbC1tGJM	3	0	0
557	1067819021221928960	#CityCubre Estudiantes de la @UNColombia llegan al Centro Administrativo Nacional. Las marchas avanzan con normalidad. Estaciones de @TransMilenio cerradas sentido oriente-occidente: CAN, Salitre el Greco, El Tiempo Maloka y Avenida Rojas.#SeMarchaPor► https://t.co/7Ub9UuXhU2 https://t.co/2nvcFvnFDu	3	0	0
558	1046848566403174400	En temporada de #lluvia la conducción se debe realizar con mayor precaución, por eso le recomendamos, disminuir la velocidad, conservar la distancia entre vehículos y usar plumillas que mantengan los vidrios limpios. https://t.co/Tg5aukxWVP	3	0	0
561	1057324479494406146	👩‍🏫Los pacientes con exceso de peso tienen más  probabilidad de tener más manifestaciones y enfermedades digestivas✔️, es por esto que evaluamos en nuestros pacientes pediátricos con… https://t.co/vTajZnaHRK	3	0	0
563	1046832544023556098	🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:ChapineroUsaquénSubaBarrios UnidosEngativaTransite con precaución.https://t.co/EvEUGPq1iQ https://t.co/0VeTCv4NRc	3	0	0
564	1047833721569607681	Don Fabio, uno de nuestros operadores de aseo que labora en TransMilenio, fue golpeado por un vendedor cuando le pidió que no se orinara en la estación Héroes. Exigimos respeto por los trabajadores que día a día velan por la limpieza y la seguridad del sistema. https://t.co/agmGZYnIQQ	3	0	0
565	1048977838618099717	"""""""@Fabian0111fr @luismorales0621 @petrogustavo @EnriquePenalosa @TransMilenio Alguna información oficial de las """"""""obras"""""""" o solo tiene las imagenes de propaganda de Petro."""""""	3	0	0
566	1067805084946448386	#MarchaEstudiantil La Marcha no es de petro, ni de uribe es de los estudiantes, no des informe, no confunda los movimientos políticos, cuando se exigen derechos.	3	0	0
567	1079035491490635778	El choque entre Macías y el exministro Juan Fernando Cristo https://t.co/CDHPsQ24Aj	3	0	0
568	1063518195989053440	"""""""@SectorMovilidad @mpachoncv @Bocarejo_JP @Engativalcaldia @Fontibon_Bogota @ALCALDIASUBA11 @teusaquillo13 @Alcaldiakennedy @Bogota @CanalCapital @AlcaldiaBunidos @PoliciaBogota A mí, la @PoliciaColombia de tránsito, me hizo un comparendo por ir a """"""""exceso de velocidad"""""""" (60km/h) un jueves a las 2 am en la Av. Américas. O sea que para la época, no cuenta?"""""""	3	0	0
569	1059901541140836352	Plancha Para Cabello.*Control de temperatura  *Cable giratorio de 360°*Tecnología de cerámica solidaPrecio publicado en pesos Mexicanos, preguntar por precios para Colombia. https://t.co/JtzkAYl1P3	3	0	0
570	1050186900810715137	Las razones de las marchas por la educación en Bogotá https://t.co/He9ju95HV2 vía @YouTube	3	0	0
571	1055081015608250374	Con esta lluvia, hagamos simulacro del simulacro.	3	0	0
573	1066353188851322881	@CaracolRadio @petrogustavo Vive ardido porque comprando 8 millones no logró serlo y ahora con lloriqueos y marchas quiere lograr un golpe de estado, pues le advertimos los colombianos de bien señor @petrogustavo, no lo dejaremos así toqué recurrir a las armas de la libertad usted nunca lo logrará.	3	0	0
574	1051987512095375361	El octavo, en la pared clavar un clavo cada vez que alguien le faltes el respeto Despues, cuando te disculpes sacalos, y veras que lamentablemente siempre quedan huecos!	3	0	0
575	1047450439233560576	@estejaramillo No Esteban, el arquero sale a cortar el balón, cual penal...Es un choque normal en la lucha por el balón Que no se note la afición por Independiente	3	0	0
576	1062428441595822081	Tan raro que medios no mencionan pruebas contundentes de que bandalos son infiltrados por el estado para deslegitimar marchas.	3	0	0
577	1047109260696592385	Ciencia y universidad pública, en harapos https://t.co/MclnhH6SQb vía @elespectador.Bueno, terminada la guerra, que se trasladen sus recursos a ciencia y educación. Así lo exigirá la marcha nacional estudiantil que se prepara para este diez de octubre.	3	0	0
578	1049555110962040832	La humanidad tiene 12 años para evitar cambio drástico del clima ►https://t.co/EFR5csjrpH https://t.co/yyVWHfxsyP	3	0	0
579	1055253996380790784	Hoy vi a la mujer más hermosa que he visto! Iba en transmilenio en un B27 como una sardina pero su sonrisa me alegro el viaje!❤️ #amoresdetransmilenio	3	0	0
580	1058129479300796416	@matadoreltiempo Les recuerdo que la causa del incremento del 16% al 19% de iva fue por el hueco fiscal que dejaron los monumentales robos a reficar ,saludcoop y demás, eso es progreso ?más incrementan impuestos es para que sus tajadas no se les vaya bajar Y viva IVA_n Duque	3	0	0
581	1058042103996080128	@CAPEREZRO Yo en Bogotá en no caer en un hueco	3	0	0
582	1070131322998415365	@jerojasrodrigue @petrogustavo Que sabe ud de los contratos adjudicados a dedo, el billon a los operadores de transmilenio o lo de capital salud!!!	3	0	0
584	1073688171093872640	Personajes como este señor son quienes se filtran en las diferentes marchas y en estas marchas de estudiantes pero aún hay gente que les sigue el juego. https://t.co/GJ7AgPMwmj	3	0	0
587	1057286003822485505	#DeportesQ.E.P.D Vichai Srivaddhanaprabha 😥En la lista de los más millonario de Thailandia, era el quinto. 😶https://t.co/UbzYV2UulQ	3	0	0
588	1053042080107454464	“Así como todos los días tenemos que aprender que no hay que colarnos en el #Transmilenio, tenemos que aprender que somos personas que aceptemos las diferencias que tenemos los mismos derechos”  - Leidy Hoyos, directora de la emisora de @INCI_colombia	3	0	0
590	1058376897728520193	@TransMilenio señores se que pueden dejar de mover la camara y dejar escuchar? y mejoren la señalll....no se esucucha nada....como raro lo de trasmilenio malooooooooooooooooooooooooooooooooooooooooooooo	3	0	0
591	1050435245806370816	10 lecciones que deja la multitudinaria marcha por las universidades públicas  https://t.co/TOWrvoSJPl vía @RevistaSemana	3	0	0
592	1052935078484037632	@YolandaRuizRCN Algo q nunca se vera en una marcha de la derecha	3	0	0
594	1073341081645920257	¿A quién se le ocurre habilitar una ciclovía nocturna el día de las marchas estudiantiles?	3	0	0
595	1050230002493612033	@angelamrobledo @lasillaenvivo @SergioFajardol @sergio_fajardo apoya lo era el sindicato Antioqueño, un hipócrita. Hizo campaña con la educación pero no marcha no apoya la protesta social	3	0	0
596	1077887788757012480	Bogotá se comprometió con el buen uso de TransMilenio ✅, gracias a más de 100 intervenciones de Cultura hechas por ciudadanos 🙋‍♀️🙋‍♂️ en estaciones y portales#BogotáSinCarreta2018 https://t.co/miFbNvY3bU https://t.co/iQTr7QEOyh https://t.co/DfriOUXkdJ	3	0	0
599	1060709492516630529	@charry_manager @Angiegars @rcnradio Hey Placas PNK283 Renault Fluence Rojo, atropello a un grupo de la universidad nacional las muchachas aun estan heridas.	3	0	0
601	1058034639439388672	¡Nos emociona saber que ya está en marcha el Observatorio de Derechos de la Naturaleza en Colombia! Su lanzamiento contó con el apoyo de la @USTA_COLOMBIA, la @UNColombia y @_CLACSO. El Instituto de Bioética hace parte de este proyecto. Más detalles, aquí:https://t.co/hXstKVN1Mz https://t.co/I8TugNQqzC	3	0	0
602	1063134402635616256	https://t.co/utfEaRdqdaMarcha Nacional contra la REFORMA TRIBUTARIA  y por recursos para la educación pública.Las marchas de desarrollan en todas las ciudades capitales de Colombia	3	0	0
604	1050158607201984518	No soy un gran convencido de las marchas. Pero ésta de la educación debe hacerse siempre, debe ser constante, persuasiva, insistente. A costa de lo que sea la educación debe ser la prioridad de las sociedades. #MarchaPorLaEducación	3	0	0
605	1062905271427698689	@rooxxi6 @Lucho38922347 @IvanDuque @MinHacienda @MinTransporteCo @EnriquePenalosa @TransMilenio Fue un cheque de mentiras... sabia!	3	0	0
606	1062935762738573314	Por estos puntos pasarán las marchas de estudiantes este jueves :...https://t.co/FnXL5CBo08	3	0	0
607	1063631485222174720	@MafeCarrascal Y yo creo lo contrario, político que se mete a las marchas arropandose de las causas defendidas por otros, es populista y debería respetar y no meterse.	3	0	0
608	1069938390236360704	Macron derrotado da marcha atrás con la suba de los combustibles https://t.co/GmKaNXbP0H	3	0	0
609	1071442072970911745	Todos tan “aquí en villa de Leyva” “remate en la playa” “que rico el clima en Cali” y yo acá, doblando camisetas en toalla. 🤦🏽‍♂️	3	0	0
610	1058829305634082816	Ni el frío ni la lluvia nos detienen !! Vamos Santa Fe !! ❤❤	3	0	0
612	1073635569056604168	La mayoría de bogotanos, que vivimos en el corredor oriental, no queremos Transmilenio por la séptima, proyecto diseñado para favorecer a Volvo, depreciar el valor de decenas de predios, y generar plusvalías para quienes financiaron la campaña de Peñalosa, los constructores. https://t.co/Ro7hzo1FHp	3	0	0
613	1064693733386522625	@BluRadioCo @Pfrobledo @sicsuper @vanedelatorre #IdeasParaVanessa PREGUNTAR A @Pfrobledo ¿POR QUÉ @sicsuper NUNCA PUSO EN CINTURA A @TransMilenio POR NO RESPONDER POR LAS BICICLETAS O SU INTEGRIDAD EN LOS BICIPARQUEADEROS...?	3	0	0
614	1060753700942155776	¿Cuántos policías estuvieron vestidos de civil para dañar las marchas?	3	0	0
615	1052710894235541504	Estuvo mela la marcha, por ahí aparecimos en noticieros @UneesCol	3	0	0
616	1066453350441512961	Se ‘despellejó’ en el accidente https://t.co/JzGqzwHWKZ	3	0	0
617	1051871877256351745	Feliz disfrutando este mágico clima que es muy raro en la capital 🍃😀🕶🚲 en Usaquén Bogotá https://t.co/Tyu22H9v0O	3	0	0
618	1058086490759147527	Antes de venir a mi casa pregunté qué tal estaba el clima, me dijeron que estaba poquito caluroso pero no mucho. Me dormí un rato con el ventilador directo a mi, DESPERTÉ SUDANDO😑	3	0	0
619	1055805655150419969	El único metro en este país es operado por una empresa pública y funciona sin problemas. ¿Por qué privatizar la operación del alimentador de @TransMilenio que tendrá poco más de la cuarta parte de los trenes del @metrodemedellin?	3	0	0
620	1079018658804973569	@SrBogoya Es un odio compartido por Paisas y Costeños hacia Bogota y lo que represente el cachaquismo. Una guerra entre el Transmilenio, el metro y el burro.	3	0	0
622	1067803584056696832	Menos mal a Suba no nos llegan las marchas	3	0	0
623	1073762901540917248	@idubogota @TransMilenio Y después de un año el sistema por la 7ma será tan malo que los tiempos de desplazamiento aumentarán, como ha ocurrido con todas las otras troncales. Bravo 👏🏻	3	0	0
625	1047224827612987392	#CityLeCuenta En Bogotá preparan alza en tarifa del SITP Provisional▶ https://t.co/jmSKzyaa1z https://t.co/K8m7NfjtAT	3	0	0
626	1071205593933930497	@TransMilenio qué pasa en la 30? por qué hay trancòn? está terrible 😭😭😭😭	3	0	0
627	1047619799134740480	Transmilenio, el “metro” barato que nos vendió Peñalosa, fracasó https://t.co/6w9eIamY9H	3	0	0
629	1062600419350925314	Si hubiera marcha atrás, volvería por ti	3	0	0
630	1056173496382959621	Carosegurao Buen día Carolina, agradecemos tu reporte porque nos permite actuar. Te informamos que toda nuestra flota está regulada para movilizarse a 60 km/h y la frecuencia del servicio está siendo monitoreada. https://t.co/iQTr7QEOyh https://t.co/BEnntXeBjG	3	0	0
631	1070227178258948096	Faroroto Buenas tardes Fabio. En este momento presentamos una novedad con uno de nuestros buses, ya esta siendo retirado del punto. Lamentamos los inconvenientes. Saludos. https://t.co/iQTr7QEOyh https://t.co/iQ5VIyJBP1	3	0	0
633	1068973796735008768	Más de 107 detenidos en París por marchas contra incremento del precio de gasolina https://t.co/gW5gtgI0QI	3	0	0
635	1051986572084686848	No porque seguiría Marta Lucha y uno ya no sabe que es peor. Que la primera presi mujer de Colombia sea por accidente o que tenga ideales como los de Marta Lucha. https://t.co/srKlGc8uUl	3	0	0
637	1060884963011321857	@lafm yo lo siento mucho pero los estudiantes deben responder por los desmanes, esto no es sólo condenar los hechos. Aquí tiene que haber responsabilidades. Si las marchas todas tienen violencia entonces que busquen otra alternativa.	3	0	0
638	1057778618531807232	#transmilenio que porqueria de servicio	3	0	0
639	1063162057300815872	#SeMarchaPor #CityCubre Bloqueadas la Autopista Norte, la calle 76 y la calle 80. Conozca el estado de las vías aquí► https://t.co/13dPaJpAsv https://t.co/OCNEIcvarW	3	0	0
640	1056231841156472832	@TransMilenio Quiero saber si en el 2012 cuando Petro disminuyo las tarifas hubo usuarios que se opusieron a ello y pagaron la tarifa plena?	3	0	0
641	1050190788183949312	@CanalCapital @TransMilenio @NoticiasBta No le dañen los buses de peñaloza y uribe	3	0	0
642	1057785571932811265	@TransMilenio Qué pasa en la 30 que no se mueve, hay un trancon de 1 hora?	3	0	0
643	1050911452754862080	@NoticiasCaracol Mejorar o mejor reemplazar ese sistema tan malo como es @TransMilenio Y eliminar los colados para recaudar más e invertir	3	0	0
644	1047134208018272263	Trabaje con la convicción de estar entregando a sus clientes la mercancía con la calidad de siempre, productos transportados en condiciones óptimas de temperatura, espacio y almacenaje para que lleguen a su destino sin contratiempos. Escríbenos Whatsapp https://t.co/OuH04JTOsO https://t.co/6DyJugzgGg	3	0	0
645	1068561149418004485	📢#AEstaHora transportistas que participaban de la marcha sobre la calle 13, ingresan a parqueadero ubicado en la carrera 137. https://t.co/gjMgQVcEhh	3	0	0
646	1060721680409128963	Se normaliza la operación de Transmilenio por manifestaciones.https://t.co/gTUUZAncNS https://t.co/Gx3eKEgsSL	3	0	0
648	1050107408385826817	#Video. En medio de marchas de estudiantes, atacan buses de TransMilenio y la sede de RCN. https://t.co/tDLq2GioMD https://t.co/edbj9Z1f50	3	0	0
651	1056282815036301318	@hmontoya03 @petrogustavo @anamarce52 Igual que pagó Peñalosa el detrimento en las losas de transmilenio defectuosas que todavía estamos pagando los Bogotanos?	3	0	0
652	1073901238503305216	@ThaniaVegaP @GuillermoBotero Apoyo total para quienes defienden a @PoliciaColombia, el orden y bienes públicos. Marchas deben ser pacíficas sin perjudicar a nadie.	3	0	0
653	1070050526295924736	@luciabastidasu @TransMilenio El problema no es de cultura. Es que ese sistema que promueve Peñalosa es inviable para una ciudad como Bogotá.	3	0	0
654	1055270775694000128	@BetovilladiegoG A mi siempre me pasa algo, y la de hoy fue el accidente ☹️☹️	3	0	0
655	1067159167809523712	@TransMilenio Muy bien el trabajo de la nueva seguridad en las estaciones cogiendo colados.	3	0	0
656	1070764606837133312	Así avanzan las marchas estudiantiles en Bogotá  https://t.co/ZZYEhi7x5s	3	0	0
657	1073916890492358661	@lcvelez “Otro que desconoce el incidente” y es que tenía que conocerlo para que la respuesta fuera lo que quisiera escuchar. Insisto falta de ética en su ejercicio profesional 🤦🏻‍♀️	3	0	0
662	1067205180070993920	¿Y esa gente que va por la vida pidiendo las sillas en TransMilenio a las malas, qué?	3	0	0
665	1073040696876109824	La Colombia Humana o el trafico de las chuspas. https://t.co/wo49MOXwAM	3	0	0
668	1060180927991767040	El grafiti es una de las manifestaciones culturales más coloridas en la ciudad, así que participa para plasmar un grafiti con sentido social en tu ciudad. Invita @culturaenbta… https://t.co/W0HDdYuLrL	3	0	0
670	1072764485314723840	HaroldCL31 BluRadioCo transmisitp SectorMovilidad Buenas noches. Te informamos que por movilizaciones ajenas a la operación que se presentaron hace algunos minutos, se generaron retrasos en los servicios. Estamos regulando la operación para que puedas l… https://t.co/iQTr7QEOyh https://t.co/NqfCmlKMN9	3	0	0
671	1052906427927470080	@sitpbogota @SectorMovilidad @EnriquePenalosa @TransMilenio revisar el paradero de SITP bajando el puente de la 170 sentido occidente oriente, el trancón que se hace por este paradero es monumental más adelante hay otro es por el bienestar de todos	3	0	0
672	1078808158196375553	@SectorMovilidad   revisar el tema del pico y placa, la movilidad a esta hora en Bogotá es un caos, y la policía de transito, bien gracias.	3	0	0
673	1063223361835278337	@avi_andro  Alejandro, sentimos mucho los incidente presentados, sin embargo nuestra experta encargada hara todo lo que este en sus manos para ayudarte. *BrandonQ*	3	0	0
674	1072511672504471552	La importancia del Agua en el control de temperatura es muy alta para la protección del chiller. https://t.co/R2SfRPpf02	3	0	0
675	1061064295570644998	Bienvenidos a la ciudad de la lluvia.	3	0	0
676	1070647247333818368	Concejo aprueba creación de Registro Único de Evasores de Transmilenio https://t.co/avrI8Lap74	3	0	0
677	1076892696256471040	#NoticiasUno| La dueña del carro se bajó del vehículo y no puso freno de mano lo que ocasionó el incidentehttps://t.co/wjJDTcBSQg https://t.co/7Vlzq26PQs	3	0	0
679	1062327164639608832	@petrogustavo @UN Ser a q hoy se puede acceder al @transmilenio sin problema o va a enviar a sus angelitos estudiantes a reventar la ciudad?	3	0	0
680	1073569524782415872	@TransMilenio @andreitamoigj por eso es que yo no gasto ni 100 pagando un puto pasaje que vivan #loscolados ellos son como los ladrones cuando los roban a uno lo hacen sin compasión pero cuando uno los captura ahi si piden compasión	3	0	0
681	1072986422032941056	@EnriquePenalosa Kike mariquis seguiste fumando esa mierda ? Ya te dije que un sistema que responda a las mismas reglas del tráfico normal es imposible que sea más eficiente que un metro. Deja de rompernos las bolas con tus buses	3	0	0
683	1056677742098427904	#HagamosMemoria  Si hay una costumbre bien colombiana y que gusta mucho en la política es la de cambiar las reglas de juego sobre la marcha. Hablemos de alargar el periodo de alcaldes y gobernadores. https://t.co/WTjwvkzff8 https://t.co/oJBP7dJyr7	3	0	0
685	1065627187540369410	@milbarras @petrogustavo @petrogustavo politiza las marchas estudiantiles a su favor, eso no se puede negar... despierten	3	0	0
687	1074076353648037888	@PCatatumbo_FARC @FARC_Occidente @UneesCol @MinInterior @COL_EJERCITO @IvanDuque @SandraFARC @Carlozada_FARC @Sergio_FARC @SenadoGovCo @PartidoFARC Y esta ifueputa lacra asesina por qué no se tapará el  hueco del culo por todo esos niños que violaron las FARC...da asco ver alimañas como ésta intentando menoscavar la institucionalidad por cuenta de un vándalo...	3	0	0
688	1065697250150629381	👉🏻 Conoce los registros de lluvia acumulada de hoy en #Bogotá. Ingresa a https://t.co/hj7on8zKS2 #TemporadaDeLluvias 🌧 https://t.co/SXIsJSX22c	3	0	0
689	1054432361218228224	"""""""Marcha nacional este 6 de Noviembre en contra de las """"""""maravillas"""""""" que dejó firmadas @JuanManSantos sobre la ideología de género. https://t.co/d9Ty3UIWKg"""""""	3	0	0
690	1072257421396115458	@Bogota Y en los demás carriles que llevan mas de un año en funcionamiento no ha mejorado la movilidad del transporte sitp y si ha inmejorado  la movilidad para los demás vehículos en estas vías	3	0	0
691	1049820930124468226	La lluvia me tiene atrapado en el gimnasio. 🖤💛 si me recoge y me lleva a mi casa. 🤣	3	0	0
692	1073751904965062658	Humildad de @maluma anda en SITP!! https://t.co/bM2CbH0PtD	3	0	0
693	1051131382624346118	Mucho malestar en Chile por la derrota de anoche en el Clásico del Pacifico frente a Perú , el 3 a 0 final pone en la cuerda floja a Reinaldo Rueda, lluvia de críticas!!	3	0	0
694	1050904198173224960	Por una #SemanaDeReceso segura, @inviasoficial trabaja en estrategias encaminadas al tránsito seguro de los viajeros, la disminución en los tiempos de recorrido y la eficiencia en sus estaciones de peaje. https://t.co/ekvNTO4DxD	3	0	0
695	1062298740491468800	Comparte este Gener Usuga de la suerte, para que cuando vayas de afán en el trancón, te dejen avanzar incluso por el carril del transmilenio.🚑🚒🚨🚑🚒🚨🚑🚒🚨🚑🚒🚨 https://t.co/mHwjzZEXay	3	0	0
697	1054708667914817537	Luego fue campeón en el ATP 500 de Basilea 🇨🇭 en ocho ocasiones https://t.co/AgeYQKUl11📍 2006, 2007, 2008, 2010, 2011, 2014, 2015 y 2017.	3	0	0
698	1067443224921427970	@DIRECTVSportsCo @titopuccettic @AdrianMagnoli @DIRECTVSports Ningún país debería prestar sus estadios para acolitar la violencia de barras llenas de imbéciles. La final debería ser cancelada, el título desierto, y el próximo año ante cualquier incidente por mínimo que sea, suspender el estadio del equipo del incidente y quitarle los puntos	3	0	0
699	1060864364469776386	@RedMasNoticias @CaracolRadio El video corresponde a la Estación Calle 100, de Transmilenio. Lo sé porque mi esposo @JuanPepecol fue quien lo grabó.	3	0	0
700	1058199631111376896	Que vivan las marchas estudiantiles!!! https://t.co/lOeTiH9VjQ	3	0	0
701	1059916385080565767	@Bogota @TransMilenio @EnriquePenalosa El primer añito, eso se los garantizo! después....yo no sé, yo no sé.	3	0	0
702	1060294433034379266	@Roberth_Ing77 @TransMilenio @Bogota @VeeduriaBogota @personeriabta Bien saben que es hora pico, que pasa con los buses G12 vacíos que salgan de esta estación calle 100?? https://t.co/zWpSEJHuHr	3	0	0
703	1059511228282880002	@TransMilenio ¿Que gran triunfo: enriquecerse a costa de la salud de los ciudadanos! https://t.co/FBmiZV3M6M	3	0	0
704	1075903871128616961	Ruta SITP 703: Ciudad Bolivar - Centro Servicio Urbano Galicia- Germania - subete al #SITP https://t.co/BITvbBDzxO	3	0	0
705	1047261156308635648	Queda claro que aquí no hay presidente sino patrón. El símil de finca para Colombia es perfecto, irrebatible. En el sector urbano, mientras la policía esculca bolsillos y morrales de estudiantes en busca de marihuana, en calles y semáforos locos e indigentes controlan el tráfico.	3	0	0
706	1060930108326928384	@GuillermoBotero @PoliciaColombia El problema es que los infiltrados en las manifestaciones sin agentes de la @PoliciaColombia	3	0	0
707	1074808713486262272	#ChaoLeyTIC Es un atropello contra la industria audiovisual y un desconocimiento de gran legado de la Tv pública colombiana	3	0	0
708	1050499091082432512	Petro la cagó apropiándose de la marcha	3	0	0
709	1060729890088083457	hoy el tráfico estuvo muy complicado por las manifestaciones de los estudiantes pero todo se puso hacer	3	0	0
710	1060316934846251008	Las instituciones corruptas quieren acabar con el contrabando, con el narcotrafico, con el clientelismo, con la guerrilla, con los paras, con las bacrim, con el microtrafico, con la compra de votos, con carteles de todos los productos, con la evasión, con tráfico de influencias	3	0	0
711	1046902988562944001	Jueputa transmilenio de mierda	3	0	0
712	1075833866450030594	"""""""""""""""Quién puede estar en contra, por ejemplo, de lineamientos que fortalecen la lucha contra el tráfico ilícito de migrantes y la trata de personas."""""""" Maria Fernanda Espinosa, presidenta de la Asamblea General"""""""	3	0	0
714	1072459232954458112	@EseTonito así está la estación de sevillana transmilenio quieto https://t.co/89S7DLW0zx	3	0	0
717	1050036546110443520	Listos, para la marcha de hoy por la educación pública, gratuita y de calidad. https://t.co/jjYeSYx8VY	3	0	0
719	1075553367835828224	[🏞️Conoce los humedales] A muchas personas les disgusta los días lluviosos, quizá por el frío o los charcos, pero aquellos que aprovechan al máximo la lluvia, son los humedales, ya que con el agua vuelve la vidaConoce más en 👉🏾https://t.co/szXFFPYHY0 https://t.co/zdXxyqgpSB	3	0	0
720	1063101171420876801	Adelante estudiantes La lucha no debe parar! Es por todos los que lo intentaron y fallaron, es por el presente de la juventud y es por el futuro del país.#FelizJueves #ManifestacionPacifica #El15MarchaDeLápices #MarchaPorLaEducacion #EducacionPublica #SOSEDUCACIONPUBLICA #Marcha https://t.co/GSXqgeJoSQ	3	0	0
721	1062399981917736960	@CentralFOXNitroEl responsable mayor del choque es Ocon, su actitud dice que no se arrepiente.Verstappen tiene que aprender a sopesar y saber cuando no vale la pena pelear. Igual puede que desde su lugar no se haya visto y esperado que Ocon no le diera el paso como corresponde.	3	0	0
722	1069005220397633536	‘El Tino’ Asprilla se disculpó con el padre Alberto Linero tras el incidente en redes sociales https://t.co/ySa19KjJvx https://t.co/VXAjhzoRDF	3	0	0
723	1073338669862453250	@natalyt96 Además me dejaron encerrado en el banco porque en la 7ma se armó el quilombo de las manifestaciones 😭	3	0	0
724	1065515705947340800	#TMahora (11:06 p.m.) ⏱ #AEstaHora finaliza la operación en nuestras estaciones y portales del Sistema ✅ ¡Gracias por movilizarte con nosotros 🤗!Te esperamos mañana desde las 4:00 a.m. ⏰ para acercarte a tu destino 📍 #FelizNoche 😴 … https://t.co/iQTr7QEOyh https://t.co/u4e8ZYrNhp	3	0	0
725	1053113834762878976	Un transmilenio lleno. https://t.co/ILKBmyYalM	3	0	0
726	1046928029073723392	Agentes de tránsito cobraban entre 20 y 400 mil pesos para modificar multas https://t.co/q7AKYH2h7b	3	0	0
727	1074542587548188672	@ingeniero0013 @MiguelSandova1_ @arttesano @TransMilenio Jair: 20 km de M subterráneo cuesta lo que 200 km de TM. Es preferible primero construir en los próximos 8 años los 180 km que hacen falta para completar toda la red, que construir CON LA MISMA PLATA una segunda línea de M de unos 18 km (que no estaría antes de ese mismo tiempo)	3	0	0
728	1073229018013540353	@saludhernandezm Pero qué raro, cuando no hay marchas, al parecer no hay trancones, el Transmilenio es cómodo... En qué ciudad vive señora, y le recuerdo que la protesta es un derecho y le guste o no, los estudiantes tienen derecho a reclamar,	3	0	0
729	1063389498527096832	Por medio de talleres de sensibilización en los colegios, incentivamos a los estudiantes para que hagan un buen uso del Sistema. En el #EquipoT trabajamos por una #CulturaTM 🙋🏼‍♀👦🏼👩🏻 https://t.co/gG3jBtwif7 https://t.co/iQTr7QEOyh https://t.co/RsOEeYhEjE	3	0	0
731	1077160005047107590	🎙 #CoronelEiverAlonsoEnLaFM , comandante operativo de la Policía de Tránsito y Transporte https://t.co/2ZtKb9Z3Nv #LaFMSiempre	3	0	0
732	1060714959636758528	Más que nada, me quejo del “protocolo de seguridad” de la universidad que le cierra la puerta a los estudiantes que estábamos afuera justo cuando los gamines del ESMAD se nos vienen encima solo por salir a tomar un café o a ver cómo estaba la estación de transmilenio	3	0	0
733	1050115582148927489	A usted le parece que esto empañe la marcha y su objetivo? https://t.co/gM0JIMfjNu	3	0	0
734	1057095593162620928	@ClaudiaLopez Si Claudia excelente convocar  marcha ciudadana por los puntos consulta Anticorrupción.	3	0	0
