	id_tweet	created_at	user_name	text	clean	subsubcluster
8946	1076954555642974208	2018-12-23 16:35:49	RedapBogota	@TransitoPolicia @TransitoBta Colapsada salida del centro comercial centro mayor, por vehículos mal estacionados, se requiere tránsito	     colapsar salir centrar comercial centrar   vehículo estacionar   requerir tránsito	2
8947	1076955213511229440	2018-12-23 16:38:26	RedapBogota	@TransitoBta @TransitoPolicia @SectorMovilidad Colapsada salida del centro comercial centro mayor, por vehículos mal estacionados, se requiere tránsito	       colapsar salir centrar comercial centrar   vehículo estacionar   requerir tránsito	2
8968	1077166337863151616	2018-12-24 06:37:22	RedapBogota	av cali en patio bonito trancón desde la calle 42a Sur hasta la 38 Sur	av cali patio bonito trancón callar    a sur     sur	2
8970	1077170761532690432	2018-12-24 06:54:57	RedapBogota	congestión en la avenida Las Américas al Oriente desde puente Aranda hasta la avenida la esperanza	congestión avenir américas orientar puente aranda avenir esperanzar	2
8972	1077177020688289793	2018-12-24 07:19:49	RedapBogota	Trancon antes de llegar al frigorífico  sentido  bogota a soacha  debido  a los vehículos que se estacional a los costados . No hay policia	trancon llegar frigorífico   sentir   bogota a soacha     a vehículo estacional a costar    policia	2
585	1048234352235175936	2018-10-05 10:31:59	RedapBogota	Mucho trancón en las vías aledañas a la novedad favor eviten la boyacá a la Calle 13	trancón vía aledaño a novedad favor evitar boyacá a callar   	2
2311	1054323347293638657	2018-10-22 05:47:29	RedapBogota	Buenos días, se reporta que una volqueta dejo caer lodo frente a las instalaciones de COLMOTORES, aparte del represamiento está haciendo que se accidenten los motociclistas y deslizamientos de vehículos. Se requiere apoyo	  reportar volqueta dejar caer lodo frente a instalación colmotores   apartar represamiento accidentar motociclista y deslizamiento vehículo   requerir apoyar	2
2862	1055793714910642176	2018-10-26 07:10:11	RedapBogota	Informe un accidente con lesión autopista Sur con 59 ya va a ambulancia	informar accidentar lesión autopista sur     a ambulancia	2
2925	1055964595611975680	2018-10-26 18:29:13	RedapBogota	Choque simple entre dos buses uno de ellos s y tp a todo el frente del éxito de Villas de granada sentido norte-sur causa gran congestión en toda la zona se necesita tránsito	chocar simple bus segundo y tp a frente éxito villa granar sentir norte sur causar congestión zona necesitar tránsito	2
3151	1057104193918513152	2018-10-29 21:57:34	RedapBogota	@CodensaEnergia @Bogota Informan falla en el alumbrado público en suba lombardía carrera 113C con calle 143 peligro de inseguridad @ALCALDIASUBA11	     informar fallo alumbrar público subir lombardía carrera     c callar      peligrar inseguridad  	2
3207	1057230717174931456	2018-10-30 06:20:20	RedapBogota	Calle 142 x Av. 19 semáforos fuera de servicio. Al parecer la situación se presenta desde anoche.	callar      x av      semáforo servicio   parecer situación presentar anoche	2
3740	1058701654881636358	2018-11-03 07:45:18	RedapBogota	RT @ndelapava: @RedapBogota este hueco en el barrio La Castellana, Al frente del centro nacional de oncología, cada día aumenta más, es una…	      hueco barrio castellano   frente centrar nacional oncología   aumentar  	2
4012	1060126382020288512	2018-11-07 06:06:40	RedapBogota	Av Boyacá desde la Aurora hasta el Lucero, trancon monumental hacia el norte. Activan contraflujo por accidente. Av Caracas en Molinos presenta igual fuerte congestión.	av boyacá aurora lucero   trancon monumental norte   activar contraflujo accidentar   av caracas molino presentar fuerte congestión	2
4032	1060152085327560707	2018-11-07 07:48:48	RedapBogota	Semáforos salida de alimentadores porta suba sobre la av Cali x 146 apagados	semáforo salir alimentador portar subir av cali x      apagar	2
4245	1060647431166156800	2018-11-08 16:37:08	RedapBogota	Informan boyacá por 127 accidente de tránsito con lesionado gran trancón se necesita tránsito @TransitoPolicia  @SectorMovilidad @BogotaTransito	informar boyacá      accidentar tránsito lesionar trancón necesitar tránsito       	2
4472	1061362524053037056	2018-11-10 15:58:39	RedapBogota	Transito para la calle 145 con carrera 92, accidente de transto entre sitp y moto	transitar callar      carrera      accidentar transto sitp y moto	2
4636	1062299998543593473	2018-11-13 06:03:50	RedapBogota	Accidente de moto con un alimentador frente a la iglesia de la aurora	accidentar moto alimentador frente a iglesia aurora	2
5284	1064174378538151936	2018-11-18 10:11:57	RedapBogota	Avenida boyacá por 53 motociclista cae al caño hay bomberos en el sitio https://t.co/uGIkrragHY	avenir boyacá     motociclista caer caño bombero sitiar  	2
5405	1064662518617047040	2018-11-19 18:31:39	RedapBogota	Informan de un choque de un Transmilenio y un vehiuculo frente a la estacion de TM santa Isabel  hacia el sur.	informar chocar transmilenio y vehiuculo frente a estacion tm santo isabel   sur	2
5410	1064669468327116800	2018-11-19 18:59:16	RedapBogota	dos motos colisionan en la carrera 27 con calle 46 sur, hay tres personas heridas por el choque, esperan ambulancia	moto colisionar carrera     callar     sur   personar herir chocar   esperar ambulancia	2
5411	1064669611256352768	2018-11-19 18:59:50	RedapBogota	por la carrea 68 con calle 80 al norte, un vehiculo colisionó contra un a moto. no hay heridos	carrea     callar     norte   vehicular colisionar a moto   herir	2
5414	1064672847853842432	2018-11-19 19:12:42	RedapBogota	en la avenida cali con calle 72 hacia el norte un carro chocó a un ciclista, esta herido	avenir cali callar     norte carro chocar a ciclista   herir	2
5416	1064673535447191557	2018-11-19 19:15:26	RedapBogota	en la carrera 82 con calle 23 en modelia, un ciclista se atravieza y un particular lo hace caer, sin herido.	carrera     callar     modelia   ciclista atravieza y particular caer   herir	2
5417	1064675306265604102	2018-11-19 19:22:28	RedapBogota	en el barrio las cruces un vehiculo se estrelló contra un bolardo, es en la carrera 10 con calle 1, el conductor esta herido.	barrio cruzar vehicular estrellar bolardo   carrera     callar     conductor herir	2
5421	1064682916708581377	2018-11-19 19:52:42	RedapBogota	en la avenida suba con Transversal 98 un ciclista es arrollado por un vehiculo, no esta herido, esperan a la policia.	avenir subir transversal     ciclista arrollar vehicular   herir   esperar a policia	2
5877	1065974715297275909	2018-11-23 09:25:51	RedapBogota	carrera séptima está presentando congestión hacia el norte desde la calle 28 todo el sector del parque nacional y la universidad javeriana	carrera séptimo presentar congestión norte callar     sector parque nacional y universidad javeriana	2
6041	1067017447532883969	2018-11-26 06:29:18	RedapBogota	RT @JaimeAl13297974: @EspinosaRadio tremendo trancon en la 50  con esperanza.. Semaforo caído inundación	      tremendo trancon      esperanzar    semaforo caer inundación	2
6052	1067036470681264129	2018-11-26 07:44:53	RedapBogota	Semáforos de la calle 25 x cra 68 D fuera de servicio	semáforo callar     x cra     d servicio	2
6172	1067383592471404544	2018-11-27 06:44:14	RedapBogota	Rt Accidente de tránsito con herido en la Kr 18B * cl 6	accidentar tránsito herir kr    b    centilitro  	2
6378	1067838851773841409	2018-11-28 12:53:16	RedapBogota	auto norte con 160 carril central Sur a Norte volqueta dejó caer 20 mts cubicos de material peligro para motociclistas	auto norte      carril central sur a norte volqueta caer     mts cubicos material peligrar motociclista	2
6441	1067943255436918786	2018-11-28 19:48:08	RedapBogota	Barrio Moralba loc. San Cristóbal Carrera 13 Bis Este # 43 A-32 Sur. Deslizamiento, y colapso de muro	barrio moralba loc   santo cristóbal carrera     bis       a     sur   deslizamiento   y colapsar murar	2
6495	1068109255394377728	2018-11-29 06:47:45	RedapBogota	RT @lafm: Accidente de un tractomula crea trancón en la Autopista Norte https://t.co/SPWJ5SSPSY #MePasoALaFM https://t.co/3LJChildp5	    accidentar tractomula creer trancón autopista norte     pasoa lafm  	2
6807	1069545138119155713	2018-12-03 05:53:26	RedapBogota	Calle 80 totalmente  totalmente trancada desde la entrada al quirigua al Occidente	callar     totalmente   totalmente trancar entrar quirigua occidente	2
6832	1069594843717017605	2018-12-03 09:10:57	RedapBogota	avenida carrera 7a trancada desde el sector del seminario mayor calle 94 hasta la calle 72	avenir carrera   a trancar sector seminario callar     callar   	2
7313	1070847281417633797	2018-12-06 20:07:41	RedapBogota	@TransitoPolicia @SectorMovilidad @TransitoBta Informar choque fuerte al parecer sin heridos calle 127 carrera 11 de occidente a Oriente se necesita tránsito por trancón	       informar chocar fuerte parecer herir callar      carrera     occidente a orientar necesitar tránsito trancón	2
7643	1072250004708974592	2018-12-10 17:01:37	RedapBogota	Informan de accidente con posible fatalidad en la avenida Cali con 91 sentido norte sur hay fuerte trancón	informar accidentar fatalidad avenir cali     sentir norte sur fuerte trancón	2
8224	1074296964748070912	2018-12-16 08:35:30	RedapBogota	Avenida Calle 13 viniendo de mosquera Gran trancón en el sector de tres esquinas por accidente con fatalidad en el kilómetro 2 más 500 sector italcol ya está siendo atendido	avenir callar     venir mosquera trancón sector esquinar accidentar fatalidad kilómetro         sector italcol atender	2
8541	1075400361379274752	2018-12-19 09:40:00	RedapBogota	El semáforo del cruce de la calle 72  x cra 28 A lleva dos días sin servicio, esta en intermitente @SectorMovilidad @BogotaTransito @TransitoPolicia	semáforo cruzar callar      x cra     a servicio   intermitente      	2
8928	1076853228766195712	2018-12-23 09:53:11	RedapBogota	Se necesita ambulancia para lesionado en accidente de tránsito en la Trasversal 5u # 48m-44 barrio mirador sector 1 @SectorSalud @SectorMovilidad @TransitoPolicia	necesitar ambulancia lesionar accidentar tránsito trasversal   u      metro     barrio mirador sector        	2
8969	1077166878085300225	2018-12-24 06:39:31	RedapBogota	sector del tintal trancón en la avenida Ciudad de Cali hacia el norte desde la calle 7 hasta la calle 15a	sector tintal trancón avenir ciudad cali norte callar    callar    a	2
8974	1077180845486759936	2018-12-24 07:35:01	RedapBogota	la carrera décima todo lo que va desde el parque Tercer Milenio hasta San victorino está completamente trancada	carrera 10 parque 3 milenio santo victorino completamente trancar	2
9006	1077405703269220352	2018-12-24 22:28:31	RedapBogota	Informar lesionado en accidente de tránsito carrera 69 H calle 79 a sector de las ferias	informar lesionar accidentar tránsito carrera     hora callar     a sector feriar	2
9036	1077913617809489920	2018-12-26 08:06:47	RedapBogota	choque entre 2 motos en la carrera Av 1 de Mayo con carrera 30	chocar    moto carrera av    mayar carrera   	2
3657	1058484285420769282	2018-11-02 17:21:33	RedapBogota	Desde la mañana de hoy y hasta la hora el cruce de la av suba con av cali se encuentra sin servicio de semáforos.Tampoco ninguna autoridad a llegado a regular este importante cruce riesgo alto de accidentalidad	mañana y hora cruzar av subir av cali servicio semáforo autoridad a llegar a regular importante cruzar riesgo alto accidentalidad	2
5849	1065928537067139072	2018-11-23 06:22:21	RedapBogota	Avenida de Las Américas está presentando en este momento gran trancón desde la Glorieta de banderas hacia el Oriente hasta pasando la avenida boyacá	avenir américas presentar trancón glorieta bandera orientar pasar avenir boyacá	2
7957	1073235747371667456	2018-12-13 10:18:36	RedapBogota	Calle 80 congestionada al Oriente  de carrera 102 hasta la carrera 71	callar     congestionar orientar   carrera      carrera   	2
7961	1073239815821451264	2018-12-13 10:34:46	RedapBogota	hacia el occidente desde la carrera 98 hasta la carrera 106 hacia el Oriente desde la carrera 96 hasta la  avenida Ciudad de Cali	occidente carrera     carrera      orientar carrera       avenir ciudad cali	2
5701	1065569287283318784	2018-11-22 06:34:50	RedapBogota	La avenida Ciudad de Cali presenta gran trancón hacia el norte de la glorieta las Américas hasta la calle 15	avenir ciudad cali presentar trancón norte glorieta américas callar   	2
6616	1068483809274970112	2018-11-30 07:36:06	RedapBogota	avenida Caracas está presentando trancón hacia el norte desde la calle 63 hasta la calle 77	avenir caracas presentar trancón norte callar     callar   	2
6812	1069554494017626112	2018-12-03 06:30:37	RedapBogota	la autopista Sur está presentando los siguientes tramos trancados en el sector de cazuca desde la calle 46 hasta la carrera 76	autopista sur presentar siguiente tramo trancar sector cazuca callar     carrera   	2
6813	1069555233607569409	2018-12-03 06:33:33	RedapBogota	presenta gran trancón en el sentido Bogotá soacha desde la avenida ciudad villavicencio hasta el parque Jardines del apogeo	presentar trancón sentir bogotá soacha avenir ciudad villavicencio parque jardín apogeo	2
865	1049388963964817417	2018-10-08 15:00:00	BogotaTransito	🚧: Se presenta caída de árbol 🌳 en la carrera 115 con calle 152 Unidades de 🚒 @BomberosBogota y tránsito @TransitoBta 👮 en el punto.	    presentar caer árbol    carrera      callar      unidad      y tránsito      punto	4
1478	1050818693788327936	2018-10-12 13:41:14	BogotaTransito	🚧: Se presenta caída de árbol 🌳 en la Av Cali con calle 65 bis Unidades de 🚒 @BomberosBogota y tránsito @TransitoBta 👮 en el punto.	    presentar caer árbol    av cali callar     bis unidad      y tránsito      punto	4
4835	1062824330743156737	2018-11-14 16:47:21	BogotaTransito	🚧: Se presenta caída de árbol 🌳 en la carrera 108 con calle 141 A.Unidades de 🚒 @BomberosBogota y tránsito @TransitoBta 👮 en el punto.	    presentar caer árbol    carrera      callar      a unidad      y tránsito      punto	4
5100	1063401154145632256	2018-11-16 06:59:26	BogotaTransito	🚧: Se presenta caída de árbol 🌳 en la calle 153 con carrera  115 Unidades de 🚒 @BomberosBogota y tránsito @TransitoBta 👮 en el punto.	    presentar caer árbol    callar      carrera       unidad      y tránsito      punto	4
5658	1065397251558830080	2018-11-21 19:11:13	BogotaTransito	🚧: Se presenta caída de árbol 🌳 en la calle 128 a con carrera  131. Unidades de 🚒 @BomberosBogota y tránsito @TransitoBta 👮 en el punto.	    presentar caer árbol    callar      a carrera        unidad      y tránsito      punto	4
5998	1066449188894982146	2018-11-24 16:51:14	BogotaTransito	🚧: Se presenta caída de árbol 🌳 en la Av. Cali con calle 128 D Unidades de 🚒 @BomberosBogota y tránsito @TransitoBta 👮 en el punto.	    presentar caer árbol    av   cali callar      d unidad      y tránsito      punto	4
6084	1067156470377123843	2018-11-26 15:41:44	BogotaTransito	🚧: Se presenta caída de árbol 🌳 en la carrera 67 con calle 169. Unidades de 🚒 @BomberosBogota y tránsito @TransitoBta 👮 en el punto.	    presentar caer árbol    carrera     callar       unidad      y tránsito      punto	4
7252	1070706144929374209	2018-12-06 10:46:52	BogotaTransito	🚧: Se presenta caída de árbol 🌳 en la Carrera 70 con calle 4. Unidades de 🚒 @BomberosBogota y tránsito @TransitoBta 👮 en el punto.	    presentar caer árbol    carrera     callar     unidad      y tránsito      punto	4
7253	1070706277586751489	2018-12-06 10:47:23	BogotaTransito	🚧: Se presenta caída de árbol 🌳 en la Carrera 103 d con calle 83. Unidades de 🚒 @BomberosBogota y tránsito @TransitoBta 👮 en el punto.	    presentar caer árbol    carrera      d callar      unidad      y tránsito      punto	4
9376	1079700947444645888	2018-12-31 06:29:00	BogotaTransito	🚧: Se presenta caída de árbol 🌳 en la carrera 60 con calle 59. Unidades de 🚒 @BomberosBogota y tránsito @TransitoBta 👮 en el punto.	    presentar caer árbol    carrera     callar      unidad      y tránsito      punto	4
1175	1050075918474063874	2018-10-10 12:29:43	BogotaTransito	📢#Atención: estudiantes de las universidades @UNIMINUTOCOL, @UniJaveriana y @UBosque, se encuentran sobre la carrera 7 con calle 39 y continúan su movilización.	   atención   estudiante universidad       y     encontrar carrera    callar     y continuar movilización	2
1332	1050460535211331584	2018-10-11 13:58:02	BogotaTransito	📢#Atención: cerrada hacia el norte la Av. Circunvalar con calle 26C, debido a personas con el rostro cubierto que se ubican frente a la @udistrital sede Macarena.En el punto @personeriabta, gestores de convivencia y grupo operativo en vía.	   atención   cerrar norte av   circunvalar callar    c   a personar rostro cubrir ubicar frente a    sedar macarena punto     gestor convivencia y grupo operativo vía	2
1870	1052606532209258496	2018-10-17 12:05:28	BogotaTransito	📢#Atención: se intensifican los bloqueos en la calle 26 con carrera 33 por parte de estudiantes. Se calcula un aforo de más de 8.000 personas que invaden carril exclusivo de @TransMilenio afectando su operación. https://t.co/ripDYxY6VJ	   atención   intensificar bloqueo callar     carrera     estudiante   calcular aforo        personar invadir carril exclusivo    afectar operación   	2
1891	1052657301948051456	2018-10-17 15:27:12	BogotaTransito	📢#AEstaHora llega manifestación a la Av. Caracas con Av. Jiménez. Se registra afectación del sistema @TransMilenio. Recomendamos evitar el centro de la ciudad, ya que es el sitio donde se congregarán todas las marchas estudiantiles. https://t.co/LwM8IKZGPd	   a hora llegar manifestación a av   caracas av   jiménez   registrar afectación sistema     recomendar evitar centrar ciudad   sitiar congregar marchar estudiantil   	2
2163	1053413723514290176	2018-10-19 17:32:57	BogotaTransito	📢#AEstaHora se habilita la carrera 19A con calle 93, luego de manifestación de colaboradoras de la empresa @RappiColombia. Las personas ahora permanecen sobre el andén. https://t.co/UdkixIKXtu	   a hora habilitar carrera    a callar      manifestación colaborador empresa     personar permanecer andén   	2
2192	1053470844486410241	2018-10-19 21:19:56	BogotaTransito	📢#Atención: manifestación estudiantil comienza a llegar a la Plaza de Bolívar por la carrera 7 y se habilitan vías afectadas. https://t.co/V3HVv6eZOP	   atención   manifestación estudiantil comenzar a llegar a plaza bolívar carrera    y habilitar vía afectar   	2
2494	1054792590913167360	2018-10-23 12:52:05	BogotaTransito	📢#Atención: estudiantes de la @comunidadUPN inician recorrido por la carrera 24 con calle 72 hacia el sur. Cerca de 600 manifestantes a la hora.	   atención   estudiante    iniciar recorrer carrera     callar     sur        manifestante a hora	2
2502	1054816198079275009	2018-10-23 14:25:53	BogotaTransito	#Atención: estudiantes de la @comunidadUPN se desplazan por la carrera 7 con calle 53 hacia el sur. https://t.co/WIswYJWJHa	  atención   estudiante    desplazar carrera    callar     sur   	2
2509	1054834894298378240	2018-10-23 15:40:11	BogotaTransito	📢#Atención: a esta hora se presentan disturbios en la carrera 7 con calle 28, por parte de estudiantes manifestantes de la @comunidadUPN. https://t.co/0u9dpEBrIx	   atención   a hora presentar disturbio carrera    callar      estudiante manifestante     	2
4100	1060298451282468864	2018-11-07 17:30:24	BogotaTransito	📢#Atención: manifestaciones de la calle 13 con Av. Caracas se extienden hasta la carrera 10 con calle 17. Cerca de 30 personas invaden carril mixto y exclusivo de @TransMilenio. Se cierra estación de Las Nieves, disturbios en el punto. https://t.co/5GcbYYqXJq	   atención   manifestación callar     av   caracas extender carrera     callar          personar invadir carril mixto y exclusivo     cerrar estación nieve   disturbio punto   	2
4926	1063050835352043520	2018-11-15 07:47:24	BogotaTransito	📢#Atención: a esta hora cerca de 50 estudiantes del @SENAComunica, inician movilización por la carrera 13 con calle 64 hacia el sur.	   atención   a hora     estudiante     iniciar movilización carrera     callar     sur	2
4935	1063057256080650240	2018-11-15 08:12:55	BogotaTransito	📢#Atención: Av. Caracas con CL 52 bloqueada al norte para vehículos mixtos por estudiantes de @SENAComunica. No hay afectación al sistema @TransMilenio	   atención   av   caracas centilitro     bloquear norte vehículo mixto estudiante     afectación sistema  	2
4941	1063059657277796354	2018-11-15 08:22:27	BogotaTransito	Los estudiantes están subiendo el puente de la NQS sobre la Calle 26 hacia el norte. Paso de tráfico mixto a un carril. Sin afectación de @TransMilenio	estudiante subir puente nqs callar     norte   pasar tráfico mixto a carril   afectación  	2
4981	1063139873547280384	2018-11-15 13:41:12	BogotaTransito	📢#Atención: Manifestantes marchan por la Av. Caracas hacia el norte. Sin paso para @TransMilenio y particulares en la Av Caracas hacia el norte, entre Calle 45 y Calle 72.	   atención   manifestante marchar av   caracas norte   pasar    y particular av caracas norte   callar     y callar    	2
5024	1063191072904499200	2018-11-15 17:04:39	BogotaTransito	📢#Atención: Algunos manifestantes se toman la Carrera 11 avanzando hacia el sur, entre Calle 106 y Calle 100.	   atención   manifestante tomar carrera     avanzar sur   callar      y callar     	2
5596	1065218768597598208	2018-11-21 07:21:59	BogotaTransito	📢#AEstaHora movilización de estudiantes de la @UNColombia toma la calle 19 con carrera 40 en dirección hacia el oriente afectando toda la vía. https://t.co/y2xHC7XZAm	   a hora movilización estudiante    tomar callar     carrera     dirección orientar afectar vía   	2
5599	1065228705285505024	2018-11-21 08:01:28	BogotaTransito	📢#Atención: marcha estudiantil de la @UNColombia ya se encuentra sobre la Av. NQS con calle 19 en dirección hacia el norte. Al momento se registra invasión a carril de @TransMilenio sobre el puente.Reciben acompañamiento de autoridades.	   atención   marchar estudiantil    av   nqs callar     dirección norte   registrar invasión a carril    puente recibir acompañamiento autoridad	2
5603	1065236153111142402	2018-11-21 08:31:04	BogotaTransito	📢#AEstaHora, cuando estudiantes de @UNColombia avanzan por la Av. NQS con calle 26 en dirección hacia el norte, se reporta un aforo aproximado de 1.500 personas. Al momento sólo se tiene afectación al carril mixto. https://t.co/LyF0afqvwF	   a hora   estudiante    avanzar av   nqs callar     dirección norte   reportar aforo aproximar        personar   afectación carril mixto   	2
6067	1067091018816937986	2018-11-26 11:21:39	BogotaTransito	#Atención: se habilita el paso vehicular al norte por la carrera 50 con Avenida la Esperanza. Empresa de acueducto continúa con la limpieza del material en la vía. https://t.co/RwlJ5j5Fpg	  atención   habilitar pasar vehicular norte carrera     avenir esperanzar   empresa acueducto continuar limpieza material vía   	2
6448	1067970804871282689	2018-11-28 21:37:36	BogotaTransito	📢#Atención: recomendamos precaución al transitar por la calle 26 con carrera 33, a la altura de la @UNColombia. Se reportan disturbios al interior de la universidad.Autoridades hacen presencia en el lugar. https://t.co/jlE1DOAvhM	   atención   recomendar precaución transitar callar     carrera      a altura     reportar disturbio interior universidad autoridad presenciar   	2
6982	1069962175064752128	2018-12-04 09:30:36	BogotaTransito	📢#AEstaHora marcha contra el feminicidio avanza por la carrera 7 con calle 47, hacia el norte, donde realizan plantón.Recomendamos tomar vías alternas. https://t.co/qrSI5JI46j	   a hora marchar feminicidio avanzar carrera    callar      norte   realizar plantón recomendar tomar vía alterno   	2
7248	1070703320690499588	2018-12-06 10:35:39	BogotaTransito	📢#AEstaHora manifestantes de la rama judicial bloquean la carrera 10 con Av. Jiménez, justo en la intersección. Autoridades en el punto. https://t.co/Etyv1JMrVY	   a hora manifestante rama judicial bloquear carrera     av   jiménez   justar intersección   autoridad punto   	2
7260	1070717977601937409	2018-12-06 11:33:53	BogotaTransito	📢#Atención: arranca marcha de @fecode y @cutcolombia en la carrera 7 con calle 36 hacia el sur. Se registra un aforo aproximado de 350 manifestantes. https://t.co/4Z9c3ZRoLP	   atención   arrancar marchar    y    carrera    callar     sur   registrar aforo aproximar      manifestante   	2
7999	1073319402957725697	2018-12-13 15:51:01	BogotaTransito	📢#Atención: se presentan disturbios de estudiantes de la @UNColombia en la calle 45 con carrera 20. Autoridades en el punto para mediar la situación.	   atención   presentar disturbio estudiante    callar     carrera      autoridad punto mediar situación	2
148	1047175938411298816	2018-10-02 12:26:13	BogotaTransito	📢#Atención : estudiantes de la @comunidadUPN inician manifestación desde la carrera 11 con calle 72 hasta la UPN Sede Valmaría con el siguiente recorrido 👇🏻. Al momento, calle 72 despejada. https://t.co/v1FYtgiro3	   atención    estudiante    iniciar manifestación carrera     callar     upn sedar valmaría recorrer        callar     despejar   	2
829	1049299447514124288	2018-10-08 09:04:17	BogotaTransito	RT @SectorMovilidad: Amigo motociclista...¿#SabíasQue en el CADE de Fontibón contamos con un punto de atención exclusivo para ti donde po…	    amigar motociclista      saber cade fontibón contar punto atención exclusivo po	2
1118	1050000358846726146	2018-10-10 07:29:28	BogotaTransito	📢#Atención: aproximadamente 300 estudiantes del @SENAComunica se encuentran en frente de la sede carrera 30 sobre la calle 14, donde se espera inicien su recorrido hacia el norte por la Av. NQS hasta la @UNColombia. https://t.co/w5f8ZkXWbo	   atención        estudiante    encontrar frente sedar carrera     callar      esperar iniciar recorrer norte av   nqs     	2
1150	1050057035520331782	2018-10-10 11:14:41	BogotaTransito	📢#Atención: estudiantes del @SENAComunica avanzan por la carrera 5 con calle 19. Por otro lado, estudiantes de la @udistrital sede Vivero se alistan para iniciar recorrido por la Av. Circunvalar sobre las 11:30 am. https://t.co/H6PY6NGE8z	   atención   estudiante    avanzar carrera    callar        estudiante    sedar vivero alistar iniciar recorrer av   circunvalar        am   	2
1452	1050748846400258048	2018-10-12 09:03:41	BogotaTransito	📢#Atención: se registra manifestación en Corabastos, aproximadamente 20 personas reunidas. Tienen planeado desplazarse hasta el Portal Banderas para reunirse con un nuevo grupo y de ahí dirigirse a la Plaza de Bolívar, tomando la Av. Américas y la calle 13. https://t.co/2tZOkBfqjC	   atención   registrar manifestación corabastos       personar reunir   planear desplazarse portal bandera reunirse grupo y dirigirse a plaza bolívar   tomar av   américas y callar      	2
4216	1060584063671640064	2018-11-08 12:25:20	BogotaTransito	📢#AEstaHora manifestantes que avanzan sobre la Av. Eldorado realizan retorno hacia el oriente a la altura del Puente Aéreo. El evento bloquea la movilidad en esta dirección. Fuerza disponible en el punto. https://t.co/39YDLg0Qfw	   a hora manifestante avanzar av   eldorado realizar retornar orientar a altura puente aéreo   evento bloquear movilidad dirección   forzar disponible punto   	2
4931	1063054260701663232	2018-11-15 08:01:01	BogotaTransito	📣#Atención: cerca de 600 personas del @SENAComunica inician marchas  en la NQS con 19 y se dirigen hacia el norte.	   atención        personar    iniciar marchar   nqs     y dirigir norte	2
8013	1073341003300569088	2018-12-13 17:16:51	BogotaTransito	#Atención: marcha de los estudiantes de la Universidad Nacional avanza hacia el centro de la ciudad por la carrera 7 con calle 24. https://t.co/qLaTW67nOp	  atención   marchar estudiante universidad nacional avanzar centrar ciudad carrera    callar      	2
4574	1062019050065354752	2018-11-12 11:27:27	BogotaTransito	📢#Atención: marcha de las familias por la educación pública toma a esta hora la carrera 30 hacia el norte, se estima que el recorrido vaya hasta la calle 63, donde irán hacia el oriente para llegar a la Biblioteca Virgilio Barco. https://t.co/hc9lfbcVZx	   atención   marchar familia educación público tomar a hora carrera     norte   estimar recorrer callar      ir orientar llegar a biblioteca virgilio barco   	2
4585	1062049894599409665	2018-11-12 13:30:01	BogotaTransito	#AEstaHora la marchas de los indígenas avanza por la calle 80 con Av. NQS en dirección al oriente, ocupando un carril de la calzada mixta. https://t.co/9pDpNlbuel	  a hora marchar indígena avanzar callar     av   nqs dirección orientar   ocupar carril calzar mixto   	2
4595	1062078832834961408	2018-11-12 15:25:00	BogotaTransito	#AEstaHora marcha de los indígenas se moviliza por la calle 19 con carrera 5, sentido occidente - oriente. https://t.co/IjxthCYdEe	  a hora marchar indígena movilizar callar     carrera     sentir occidente    orientar   	2
4947	1063066992406659072	2018-11-15 08:51:36	BogotaTransito	📢#Atención:  Los estudiantes que marchaban por la NQS al norte se desvían por la Calle 45 al oriente hasta la Carrera 7. https://t.co/Fi8xt51yVs	   atención    estudiante marchar nqs norte desviar callar     orientar carrera     	2
5379	1064606462939414529	2018-11-19 14:48:54	BogotaTransito	📢#Atención: se presenta manifestación de estudiantes de la @udistrital, sede Bosa, sobre la Av. Ciudad de Cali con Av. Villavicencio hacia el norte. Se estima que se dirijan hasta la Av. de Las Américas. https://t.co/C51Tyyzq9i	   atención   presentar manifestación estudiante     sedar bosa   av   ciudad cali av   villavicencio norte   estimar dirigir av   américas   	2
5595	1065216711333416961	2018-11-21 07:13:49	BogotaTransito	📢#Atención: estudiantes de la @UNColombia marchan sobre la Av. de Las Américas con carrera 40 hacia el oriente para conectar con la carrera 30. https://t.co/zbONAKOjpb	   atención   estudiante    marchar av   américas carrera     orientar conectar carrera      	2
5607	1065242702911074304	2018-11-21 08:57:06	BogotaTransito	@_Liinnii @TransMilenio @PoliciaBogota @sitpbogota @Bogota @CanalCapital @SectorMovilidad @SeguridadBOG @JGarciaG1 @BogotaInter_nal @idubogota Buen día, a la hora los estudiantes ingresan a la @UNColombia . Se presenta congestión en el corredor de la NQS debido al represamiento que se genero por la marcha. No se tiene reporte de mas novedades a la hora.	   liinnii                    nal      a hora estudiante ingresar a      presentar congestión corredor nqs represamiento generar marchar   reportar novedad a hora	2
6201	1067461929738883075	2018-11-27 11:55:31	BogotaTransito	📢#Atención: se registra movilización de estudiantes en la vía Mosquera, aproximadamente en el kilómetro 3 con dirección hacia Bogotá.La manifestación recibe acompañamiento de la Policia de Carreteras. https://t.co/hwZsN2IiCi	   atención   registrar movilización estudiante vía mosquera   kilómetro    dirección bogotá manifestación recibir acompañamiento policia carretero   	2
