	id_tweet	created_at	user_name	text	clean	cluster	subcluster
521	1058576138426073088	2018-11-02 23:26:33	Citytv	#TuMundoHoy Estados Unidos desempolvó la silla eléctrica luego de 5 años ► Será ejecutado un hombre, condenado por doble asesinato, quien prefirió este método en vez de la inyección letal. https://t.co/UnAUx54gqp	  mundo unir desempolvar silla eléctrico    año    ejecutar hombre   condenar doblar asesinato   preferir método inyección letal   	0	3
522	1058579418841563136	2018-11-02 23:39:35	Citytv	#TuMundoHoy ¿Cuál es el país de América Latina que ocupó un buen lugar por su nivel de inglés? Colombia no es, ocupó el puesto 60 de 88 países clasificados. https://t.co/O25Mm9buXf	  mundo   país américa latino ocupar nivel inglés   colombia   ocupar poner         país clasificar   	0	3
524	1058581297294127104	2018-11-02 23:47:03	Citytv	#TuMundoHoy Una explosión obligó a la evacuación de la sede San Francisco de la Fiscalía en Cali. Al parecer, un corto circuito originó lo que pudo ser una gran tragedia, ya que en el lugar almacenan elementos como bombas y granadas incautadas. https://t.co/p23sYVpjRM	  mundo explosión obligar a evacuación sedar santo francisco fiscalía cali   parecer   cortar circuito originar tragedia   almacenar elemento bombo y granar incautar   	0	3
527	1058585048532836352	2018-11-03 00:01:57	Citytv	#SalYPimienta Sigue la tensión entre el alcalde de Cali, @MauriceArmitage, y la gobernadora del Valle del Cauca, @DilianFrancisca, tras de que esta última tuvo la idea de militarizar Cali. ¿Qué puyas se lanzan uno a otro? #TuMundoHoy https://t.co/a9nFb2BcqJ	  saly pimienta tensión alcalde cali      y gobernador vallar cauca      ideo militarizar cali    puya lanzar a    mundo  	0	3
529	1058587224550395904	2018-11-03 00:10:36	Citytv	¡#AlgoBuenoParaElMundo es capacitar a los jóvenes vulnerables para que desarrollen sus talentos! Eso es lo que hace @EscuelasTallerC 👏🇨🇴 #TuMundoHoy https://t.co/mxQidbB1Xk	   mundo capacitar a joven vulnerable desarrollar talento           mundo  	0	3
542	1059903422311342080	2018-11-06 15:20:42	Citytv	La policía detiene al presidente del Mónaco por corrupción ►https://t.co/4elejeFIWJ #TuMundoHoy https://t.co/PJsSVGnwL3	policía detener presidente mónaco corrupción      mundo  	0	3
550	1060036534601158659	2018-11-07 00:09:39	Citytv	🎶 @shakira vuelve a sus raíces con su producción 'Nada'. El lanzamiento fue en primicia para Colombia en su gira 'El Dorado'. #QuéRicoElOcio #TuMundoHoy https://t.co/hICsr12TXu	     volver a raíz producción      lanzamiento primicia colombia girar   dorar     quérico ocio   mundo  	0	3
557	1060355657092751361	2018-11-07 21:17:43	Citytv	"""""""¿En qué va el proyecto de la ley de financiamiento? """"""""No hay plan B para recaudar lo del IVA""""""""  #TuMundoHoy https://t.co/HQe8DryYeM"""""""	   proyectar ley financiamiento     plan b recaudar iva      mundo  	0	3
558	1060357419379888128	2018-11-07 21:24:43	Citytv	Bancadas de la oposición convocan a paro indefinido por proyecto de ley de financiamiento #TuMundoHoy https://t.co/d1HIIY1izF	bancada oposición convocar a parir indefinido proyectar ley financiamiento   mundo  	0	3
560	1060359652368629760	2018-11-07 21:33:36	Citytv	Estudiantes de la Universidad Nacional mantienen bloqueada la entrada a edificio administrativo de la institución. Piden a la rectora que presione al Gobierno. Piden la presencia del presidente Duque para reanudar diálogos #TuMundoHoy https://t.co/icHh8u8ruz	estudiante universidad nacional mantener bloquear entrar a edificio administrativo institución   pedir a rector presionar gobernar   pedir presenciar presidente duque reanudar diálogo   mundo  	0	3
561	1060360863113269249	2018-11-07 21:38:24	Citytv	La Policía desarticuló una banda delincuencial dedicada a la comercialización de drogas en el parque Lleras de Medellín. Ciudadanos extranjeros eran sus principales clientes. 13 personas fueron capturadas  #TuMundoHoy https://t.co/WVqNcIsNlS	policía desarticular banda delincuencial dedicar a comercialización drogar parque lleras medellín   ciudadano extranjero principal cliente      personar capturar    mundo  	0	3
562	1060363646566629376	2018-11-07 21:49:28	Citytv	"""""""""""""""No habrá beneficios hasta que digan la verdad"""""""" El rechazo a la propuesta de Odebrecht.  El consorcio informó que enviará otra propuesta #TuMundoHoy https://t.co/UimdI7SbPz"""""""	    beneficio decir    rechazar a proponer odebrecht    consorcio enviar proponer   mundo  	0	3
563	1060365468173787136	2018-11-07 21:56:42	Citytv	¿Y los proyectos anticorrupción? En plenaria de Cámara de Representantes pasó proyecto sobre declaración de renta de funcionarios, pero con limitaciones; será accesible solamente para los organismos de control, no para la ciudadanía #TuMundoHoy https://t.co/ulNpxx1LwY	  y proyecto anticorrupción   plenario cámara representante pasar proyectar declaración rentar funcionario   limitación   accesible organismo control   ciudadanía   mundo  	0	3
566	1060382950158675968	2018-11-07 23:06:10	Citytv	La Policía desarticuló una banda de delincuentes dedicada a la comercialización de drogas en el parque Lleras de Medellín. Ciudadanos extranjeros eran sus principales clientes. 13 personas fueron capturadas  #TuMundoHoy https://t.co/qINp5iO47U	policía desarticular banda delincuente dedicar a comercialización drogar parque lleras medellín   ciudadano extranjero principal cliente      personar capturar    mundo  	0	3
567	1060384025146208256	2018-11-07 23:10:27	Citytv	Bancada de la oposición convoca a marchas y paro indefinido contra proyecto de ley de financiamiento. Conozca los detalles aquí⬇️ #TuMundoHoy https://t.co/tQqnrXOXbR	bancada oposición convocar a marchar y parir indefinido proyectar ley financiamiento   conocer detalle     mundo  	0	3
571	1060390714935336960	2018-11-07 23:37:02	Citytv	¿En qué va el proyecto de la ley de financiamiento? El Gobierno insiste en que no hay plan B para recaudar lo del IVA  #TuMundoHoy https://t.co/INKfIQjZPU	  proyectar ley financiamiento   gobernar insistir plan b recaudar iva    mundo  	0	3
574	1060395473893314560	2018-11-07 23:55:56	Citytv	🚴‍♂️ El británico @chrisfroome habló con #TuMundoHoy y se refirió al colombiano Mauricio Soler, quien fue su compañero de equipo #Deportes #TuMundoHoy @JJMiranda15 https://t.co/q1rhwMNyJy	      británico    hablar   mundo y referir colombiano mauricio soler   compañero equipar   deporte   mundo    	0	3
579	1060487305281110018	2018-11-08 06:00:51	Citytv	¡#AlgoBuenoParaElMundo es preservar la memoria histórica de las ciudades! Eso es lo que busca la @AlcaldiaDeCali con el monumento de Jorge Isaacs, que recibe el primer mantenimiento completo luego de 98 años #TuMundoHoy https://t.co/bPUiagzvAZ	   mundo preservar memoria histórico ciudad   buscar    monumento jorge isaacs   recibir mantenimiento completar     año   mundo  	0	3
582	1060688366252052481	2018-11-08 19:19:47	Citytv	RT @Citytv: #TuMundoHoy A propósito de que @DANE_Colombia dice que los colombianos realizan actividades no remuneradas que costarían $ 185…	     mundo a propósito    colombia colombiano realizar actividad remunerar costar       	0	3
584	1060718825254084610	2018-11-08 21:20:49	Citytv	La @CGR_Colombia encontró nuevas irregularidades en la construcción del puente Hisgaura, en Santander #TuMundoHoy https://t.co/f0k73xnbSS	   colombia encontrar irregularidad construcción puente hisgaura   santander   mundo  	0	3
585	1060720035168182272	2018-11-08 21:25:38	Citytv	Enfrentamientos entre indígenas Nasas y Misaks en Caldono, Cauca, provocaron la quema de una escuela en la zona.  Estudiantes se quedaron sin instalaciones #TuMundoHoy https://t.co/18U0GGmNlY	enfrentamiento indígena nasa y misaks caldono   cauca   provocar quemar escuela zona    estudiante quedar instalación   mundo  	0	3
586	1060723386240897024	2018-11-08 21:38:57	Citytv	Usuarios se tomaron sede de Medimás EPS en Cali, luego de la muerte de un niño por presunta negligencia médica. Familias de menores con autismo denuncian que llevan meses sin tratamiento #TuMundoHoy https://t.co/CChuYEK2EQ	usuario tomar sedar medimás eps cali   muerte niño presunto negligencia médico   familia menor autismo denunciar llevar mesar tratamiento   mundo  	0	3
588	1060727417751379969	2018-11-08 21:54:58	Citytv	"""""""Liberales contra ley de financiamiento. """"""""Se necesitan 7 y no 14 billones de pesos, para cubrir el hueco del presupuesto nacional"""""""", dijo el expresidente Gaviria. También expresó que la plata se puede sacar de las utilidades de Ecopetrol. #TuMundoHoy https://t.co/2LYNGiaRvB"""""""	  liberal ley financiamiento     necesitar    y     billón peso   cubrir hueco presupuestar nacional     expresidente gaviria   plata sacar utilidad ecopetrol    mundo  	0	3
590	1060729535669379073	2018-11-08 22:03:23	Citytv	Lograr todas las metas del plan de desarrollo del gobierno del presidente @IvanDuque costará más que todo el PIB de Colombia del próximo año #TuMundoHoy https://t.co/kTfS1qftlk	lograr meter plan desarrollar gobernar presidente    costar pib colombia año   mundo  	0	3
591	1060730085777518592	2018-11-08 22:05:34	Citytv	Si fueran remuneradas, las labores del hogar y el cuidado de personas constarían 185 billones de pesos al año #TuMundoHoy https://t.co/4YhEIEiAdT	ser remunerar   laborar hogar y cuidar personar constar      billón peso año   mundo  	0	3
595	1060753980190584837	2018-11-08 23:40:31	Citytv	.@CLARAROJASG reveló ante la @JEP_Colombia cómo fueron sus días de secuestro en manos de las Farc y cómo le quitaron a su hijo #TuMundoHoy https://t.co/6TbyNlu3J1	    revelar    colombia secuestrar mano farc y quitar a hijo   mundo  	0	3
596	1060754294692028416	2018-11-08 23:41:46	Citytv	"""""""Liberales contra la ley de financiamiento. """"""""Se necesitan 7 y no 14 billones de pesos para cubrir el hueco del presupuesto nacional"""""""", dijo el expresidente Gaviria. También expresó que la plata se puede sacar de las utilidades de Ecopetrol. #TuMundoHoy https://t.co/aiZP9BxBm6"""""""	  liberal ley financiamiento     necesitar    y     billón peso cubrir hueco presupuestar nacional     expresidente gaviria   plata sacar utilidad ecopetrol    mundo  	0	3
597	1060754671869005824	2018-11-08 23:43:16	Citytv	Enfrentamientos entre indígenas Nasas y Misaks en Caldono, Cauca, provocaron la quema de una escuela en la zona.  Estudiantes se quedaron sin instalaciones #TuMundoHoy @MariaferZG https://t.co/ISH68Qw52m	enfrentamiento indígena nasa y misaks caldono   cauca   provocar quemar escuela zona    estudiante quedar instalación   mundo    	0	3
600	1060760953862668289	2018-11-09 00:08:14	Citytv	Usuarios se tomaron sede de Medimás EPS en Cali, luego de la muerte de un niño por presunta negligencia médica. Familias de menores con autismo denuncian que llevan meses sin tratamiento #TuMundoHoy https://t.co/ulFot7HKrV	usuario tomar sedar medimás eps cali   muerte niño presunto negligencia médico   familia menor autismo denunciar llevar mesar tratamiento   mundo  	0	3
601	1060761932850962432	2018-11-09 00:12:07	Citytv	Usuarios se tomaron sede de Medimás EPS en Cali, luego de la muerte de un niño por presunta negligencia médica. Familias de menores con autismo denuncian que llevan meses sin tratamiento #TuMundoHoy⬇️ (Parte II) https://t.co/T9hqMbLlDR	usuario tomar sedar medimás eps cali   muerte niño presunto negligencia médico   familia menor autismo denunciar llevar mesar tratamiento   mundo     ii   	0	3
606	1060768455601864705	2018-11-09 00:38:02	Citytv	#TuMundoHoy habló con Clíver Alcalá, el general chavista opositor al gobierno de Maduro, que asegura que seguirá protegiendo al Eln, pese a que este grupo guerrillero mató a tres miembros de las Fuerzas Armadas de Venezuela. https://t.co/ZuereVhTVn	  mundo hablar clíver alcalá   chavista opositor gobernar madurar   asegurar seguir proteger eln   pesar a grupo guerrillero matar a miembro fuerza armar venezuela   	0	3
609	1060888960614969344	2018-11-09 08:36:53	Citytv	Tres colombianos en la copa mundo de clavados de altura en Abu Dhabi. La Selección Colombia está encabezada por Orlando Duque. #ArribaBogotá https://t.co/0n7MAddvz4	colombiano copar mundo clavar altura abu dhabi   selección colombia encabezar orlar duque    bogotá  	0	3
624	1061104830905761794	2018-11-09 22:54:40	Citytv	La protesta social, ¿hay ambiente para regularla? Manifestación de estudiantes en Cali este viernes también terminó en disturbios #TuMundoHoy https://t.co/jZocDBQR6u	protestar social    ambientar regularla   manifestación estudiante cali viernes terminar disturbio   mundo  	0	3
625	1061106403090272256	2018-11-09 23:00:55	Citytv	A CORREAZOS, así buscaba una mujer a su hijo en medio de la protesta de estudiantes de este viernes en Bucaramanga. ⬇️#TuMundoHoy https://t.co/yeVri8vZPD	a correazo   buscar mujer a hijo protestar estudiante viernes bucaramanga      mundo  	0	3
631	1061116390495666176	2018-11-09 23:40:36	Citytv	Hasta que no se resuelva el litigio con Odebrecht, no se abrirá licitación para terminar la Ruta del Sol II #TuMundoHoy https://t.co/8BvelINaHL	resolver litigio odebrecht   abrir licitación terminar ruta sol ii   mundo  	0	3
638	1061347831036985347	2018-11-10 15:00:16	Citytv	Exabogado de ‘El Mellizo’ dice que teme por su vida https://t.co/ERzdY5CSPe  Vía #TuMundoHoy https://t.co/rXBLTyJieQ	exabogado   mellizo   temer vida     vía   mundo  	0	3
640	1061464803695304704	2018-11-10 22:45:04	Citytv	‘Alan por el Mundo’: así es la vida de una celebridad viajera https://t.co/fDKOm24Z9h https://t.co/nEtyhNdLeI	  alan mundo    vida celebridad viajero    	0	3
649	1062392973638418433	2018-11-13 12:13:17	Citytv	JAMES es el futbolista 35 del mundo en el listado de del portal GOAL ►https://t.co/6ftGPf3YPS #CityDeportes https://t.co/LAapJeE0tD	jamar futbolista     mundo listar portal goal      city deporte  	0	3
657	1062529221313159168	2018-11-13 21:14:41	Citytv	#TuMundoHoy Se vence el plazo dado por la rectora de la @UNColombia, @DollyMontoyaUN, para definir si se suspende el semestre debido al paro estudiantil que ya completa un mes y dos días. https://t.co/2nOYBsTkTM	  mundo vencer plazo rector        definir suspender semestre parir estudiantil completo mes y   	0	3
660	1062533693993050112	2018-11-13 21:32:28	Citytv	#TuMundoHoy El puente que terminó ayer en Cali no fue festivo sino de horror. Hubo 23 homicidios, 9 más que en el mismo puente del año pasado. En la ciudad ya van 43 muertes violentas este mes. https://t.co/dDjD5J5DFL	  mundo puente terminar cali festivo horror       homicidio     puente año   ciudad     muerte violento mes   	0	3
661	1062534582946406401	2018-11-13 21:36:00	Citytv	#TuMundoHoy En fuertes disturbios con la @PoliciaColombia resultó el desalojo en la plaza de mercado en Bello, Antioquia. La orden, dada por la Alcaldía del municipio, fue cuestionada por la personería, que denunció presuntas irregularidades en el procedimiento. https://t.co/sklLOJyICQ	  mundo fuerte disturbio    resultar desalojar plaza mercar bello   antioquia   orden   dar alcaldía municipio   cuestionar personería   denunciar presunto irregularidad procedimiento   	0	3
662	1062536855462260736	2018-11-13 21:45:01	Citytv	#TuMundoHoy Dos niños, de 6 y 9 años, de un colegio en el municipio de Muzo, Boyacá, piden a su Alcalde un puente para poder ir al colegio. El Alcalde respondió que habían pensado en cerrar la institución. https://t.co/L4Fo9fTuT3	  mundo niño      y    año   colegiar municipio muzo   boyacá   pedir a alcalde puente colegiar   alcalde responder pensar cerrar institución   	0	3
664	1062559776024989697	2018-11-13 23:16:06	Citytv	#TuMundoHoy Se vence el plazo dado por la rectora de la @UNColombia, @DollyMontoyaUN, para definir si se suspende el semestre debido al paro estudiantil que ya completa un mes y dos días. https://t.co/Qf53miVeRx	  mundo vencer plazo rector        definir suspender semestre parir estudiantil completo mes y   	0	3
665	1062560147023781888	2018-11-13 23:17:35	Citytv	#TuMundoHoy El puente que terminó ayer en Cali no fue festivo sino de horror. Hubo 23 homicidios, 9 más que en el mismo puente del año pasado. En la ciudad ya van 43 muertes violentas este mes. https://t.co/HjrLdieXEe	  mundo puente terminar cali festivo horror       homicidio     puente año   ciudad     muerte violento mes   	0	3
667	1062564697885548544	2018-11-13 23:35:40	Citytv	#CityLeCuenta ► A partir del 16 de noviembre subirán las tarifas de los peajes de la vía al Llano. Le contamos en #TuMundoHoy cómo van a quedar. 👇👇 https://t.co/MKQaY8d7st	  city    a     noviembre subir tarifar peaje vía llano   contar   mundo a quedar      	0	3
669	1062568183578742784	2018-11-13 23:49:31	Citytv	#QuéRicoElOcio Le presentamos a Ramiro Beltrán, quien hace 2 años tuvo la idea de crear una máscara antipolución para evitar que los ciclistas absorban la contaminación de la ciudad. 🚴‍♂️🌿🌿 #TuMundoHoy https://t.co/GoT1pk1YCZ	  quérico ocio presentar a ramiro beltrán      año ideo crear máscara antipolución evitar ciclista absorber contaminación ciudad           mundo  	0	3
679	1062890067511988226	2018-11-14 21:08:34	Citytv	#TuMundoHoy ► Las toallas higiénicas no tendrán más el IVA del 5%, tal y como lo decidió esta noche la @CConstitucional en un fallo unánime, con el argumento de que dicho impuesto va en contra de la equidad de género. https://t.co/XtEKjvviCV	  mundo    toalla higiénico iva      y decidir noche    fallir unánime   argumentar imponer equidad género   	0	3
683	1062892553354260486	2018-11-14 21:18:26	Citytv	#TuMundoHoy ► A esta jornada se unirán educadores y centrales de trabajadores, quienes caminarán desde el Parque Nacional hasta la Plaza de Bolívar, desde las 10:00 a.m. https://t.co/ONt4Mn1FyX	  mundo    a jornada unir educador y central trabajador   caminar parque nacional plaza bolívar          a metro   	0	3
685	1062893382383689728	2018-11-14 21:21:44	Citytv	#TuMundoHoy ► El alcalde @EnriquePenalosa hizo advertencias a quienes en medio de las marchas realicen alteraciones al orden público. https://t.co/lbRqqGLkbC	  mundo    alcalde    advertencia a marchar realizar alteración orden público   	0	3
687	1062896681929334784	2018-11-14 21:34:51	Citytv	#TuMundoHoy ► ¡Preocupante! 391 municipios de Colombia están en riesgo de quedarse sin agua. Uno de los casos más críticos es el de Cartagena, que solo tendría agua para 8 años. https://t.co/4TndqHlBWJ	  mundo     preocupante       municipio colombia riesgo quedarse aguar   caso crítico cartagena   tener aguar    año   	0	3
691	1062923065699512321	2018-11-14 23:19:41	Citytv	#TuMundoHoy ► ¡Preocupante! 391 municipios de Colombia están en riesgo de quedarse sin agua. Uno de los casos más críticos es el de Cartagena, que solo tendría agua para 8 años. https://t.co/R9e3V2qZYP	  mundo     preocupante       municipio colombia riesgo quedarse aguar   caso crítico cartagena   tener aguar    año   	0	3
696	1062928023140421632	2018-11-14 23:39:23	Citytv	#TuMundoHoy ¡Comenzó la era Pinto en @MillosFCoficial! ¿Cuáles son las metas que el estratega tiene para el equipo? https://t.co/Zr46Zk8CZY	  mundo   comenzar pintar      meter estratega equipar   	0	3
697	1062929502861434880	2018-11-14 23:45:16	Citytv	#TuMundoHoy ► El atleta colombiano Manuel Esteban Soto todavía se ve afligido, luego de que diera positivo en el control antidopaje de la prueba en la que participó en los Juegos Centroamericanos. ¿Qué fue lo que ingirió? https://t.co/4OqCiyStHV	  mundo    atleta colombiano manuel esteban soto ver afligir   dar positivo control antidopaje probar participar juego centroamericano    ingerir   	0	3
701	1063255013814882304	2018-11-15 21:18:44	Citytv	#TuMundoHoy ► En Medellín y Barranquilla también se presentaron disturbios, especialmente en la @UdeA, en la que hubo enfrentamientos entre manifestantes y el Esmad. Sin embargo, la marcha en la que participaron cerca de 3 mil personas fue pacífica. https://t.co/HJDEOrel3G	  mundo    medellín y barranquilla presentar disturbio   especialmente     enfrentamiento manifestante y esmad     marchar participar    mil personar pacífico   	0	3
705	1063281460117995520	2018-11-15 23:03:49	Citytv	#SeMarchaPor la educación en una jornada de contrastes ► La 'Marcha de los Lápices' se desarrolló entre una mayoría, que se manifestó en paz, y una minoría, que cometió actos vandálicos #TuMundoHoy https://t.co/kILTAK5mNo	  marchar educación jornada contraste      marchar lápiz   desarrollar mayoría   paz   y minoría   cometer acto vandálico   mundo  	0	3
706	1063282771269992448	2018-11-15 23:09:02	Citytv	#TuMundoHoy ► El @CeDemocratico ya radicó la propuesta que reúne la petición hecha por el @mindefensa, @GuillermoBotero, de endurecer las penas a quienes atenten contra la fuerza pública. ¿De cuántos años serían? https://t.co/qBCFiDKRBd	  mundo       radicar proponer reunir petición hacer        endurecer penar a atentar forzar público    año ser   	0	3
707	1063284018576273408	2018-11-15 23:13:59	Citytv	#SeMarchaPor ► ¿Ha valido o no la pena la movilización estudiantil? ¿Seguir en ella va a ser para bien o para mal? Vea el balance de #TuMundoHoy sobre el paro, que lleva un mes y seis días. https://t.co/J441xzTBJB	  marchar     validar o penar movilización estudiantil    seguir a o   ver balance   mundo parir   mes y   	0	3
710	1063287101356150785	2018-11-15 23:26:14	Citytv	#SeMarchaPor la educación en Medellín y Barranquilla, en donde también hubo disturbios, especialmente en la @UdeA por los enfrentamientos entre manifestantes y el Esmad #TuMundoHoy https://t.co/v6uX00Jybe	  marchar educación medellín y barranquilla   disturbio   especialmente    enfrentamiento manifestante y esmad   mundo  	0	3
712	1063293216156471296	2018-11-15 23:50:32	Citytv	Nuestra colega @ginnamorelo fue galardonada esta noche como la Periodista del Año en los #PNPSB_43. 👏👏 ¡Muchas felicidades! #TuMundoHoy https://t.co/8yQdB4R6hy	colega    galardonar noche periodista año   pnpsb          felicidad    mundo  	0	3
728	1063625653491245056	2018-11-16 21:51:31	Citytv	#TuMundoHoy El gremio de los exportadores no ve viable la propuesta del @PartidoLiberal, de eliminar los descuentos del IVA para no tener que gravar el 80% de la canasta familiar. https://t.co/xWRTIc6oTJ	  mundo gremio exportador ver viable proponer     eliminar descuento iva gravar      canasta familiar   	0	3
732	1063653030908895234	2018-11-16 23:40:18	Citytv	#TuMundoHoy Claudia Lizeth Peñaranda, la tramitadora del @invimacolombia capturada por ser parte de la red que tramitaba licencias fraudulentas para medicamentos, suspendió su colaboración con la justicia. ¿Por qué tomó la decisión? https://t.co/IjddEpcczs	  mundo claudia lizeth peñaranda   tramitador    capturar red tramitar licenciar fraudulento medicamento   suspender colaboración justicia    tomar decisión   	0	3
733	1063660983531511809	2018-11-17 00:11:54	Citytv	#QuéRicoElOcio A la capital llega ‘Sinfonía inconclusa’, el majestuoso concierto del maestro @PieroCantautor. Tuvimos el honor de hablar con él en #TuMundoHoy. ¡No se lo pierda! https://t.co/U0VUtqqcz0	  quérico ocio a capital llegar   sinfonía inconcluso    majestuoso concertar maestro     tener honor hablar   mundo    perder   	0	3
734	1063661591118446592	2018-11-17 00:14:19	Citytv	► Este 2 de diciembre se cumplen 25 años de la caída de Pablo Escobar, uno de los criminales más buscados del mundo. No queremos más el estigma de un país violento, de drogas y de mafia. Cuéntenos con el HT #NuncaMásEscobar sus experiencias como víctimas directas o no. https://t.co/CxkgWvidaZ	      diciembre cumplir     año caer pablar escobar   criminal buscar mundo   estigma país violentar   drogar y mafia   cuéntenos ht   nuncamás escobar experiencia víctima directo o   	0	3
735	1063662355391963136	2018-11-17 00:17:22	Citytv	#QuéRicoElOcio ¡Se acerca diciembre y @PeterManjarres y @JDeLaEspriella ya pusieron a bailar a los colombianos con #Delicioso! Escuche aquí este nuevo sencillo. 👇👇 #TuMundoHoy https://t.co/RJwLmgAJHG	  quérico ocio   acercar diciembre y    y    poner a bailar a colombiano   delicioso   escuchar sencillo       mundo  	0	3
736	1063663118931427328	2018-11-17 00:20:24	Citytv	#TuMundoHoy ► Luego de convertirse en la primera mujer latinoamericana en manejar un auto de Fórmula 1, @TataCalde tendrá este fin de semana dos días de pruebas. ¿Qué carro usará? https://t.co/Ek2EcD5gGU	  mundo    convertirse mujer latinoamericano manejar auto fórmula       semana prueba    carro usar   	0	3
746	1064567824809639941	2018-11-19 12:15:22	Citytv	Los países más peligrosos del mundo para viajar, según Travel Risk Map► https://t.co/R63xOVjlb9 https://t.co/sitNVsavF7	país peligroso mundo viajar   travel risk map     	0	3
747	1064586755884621824	2018-11-19 13:30:36	Citytv	En esta infografía► https://t.co/skgk4PQy9w, conozca un panorama general sobre el cáncer de pulmón en Colombia y el mundo. https://t.co/B7u4VkzZKD	infografía     conocer panorama cáncer pulmón colombia y mundo   	0	3
751	1064707729703534594	2018-11-19 21:31:18	Citytv	El @ConcejoDeBogota aprobó nuevo impuesto de valorización para la construcción de obras viales y espacio público en el norte de la capital.  En enero de 2019 comenzará a llegar la factura #TuMundoHoy https://t.co/hk5C612Y48	   aprobar imponer valorización construcción obrar vial y espaciar público norte capital    enero       comenzar a llegar facturar   mundo  	0	3
759	1064740520474357760	2018-11-19 23:41:36	Citytv	El @ConcejoDeBogota aprobó nuevo impuesto de valorización para proyectos viales y espacio público en el norte de la capital.  En enero de 2019 comenzará a llegar la factura. Estas serán las 16 obras⬇️#TuMundoHoy https://t.co/dbbMIky44c	   aprobar imponer valorización proyecto vial y espaciar público norte capital    enero       comenzar a llegar facturar       obrar    mundo  	0	3
760	1064741221007007744	2018-11-19 23:44:23	Citytv	El @ConcejoDeBogota aprobó nuevo impuesto de valorización para proyectos viales y espacio público en el norte de la capital.  En enero de 2019 comenzará a llegar la factura. Estas serán las 16 obras⬇️#TuMundoHoy (Parte II) https://t.co/5vHAIW9heC	   aprobar imponer valorización proyecto vial y espaciar público norte capital    enero       comenzar a llegar facturar       obrar    mundo   ii   	0	3
763	1064747100683026433	2018-11-20 00:07:45	Citytv	Nuevo problema en Hidroituango. ¿Quién pagará la prima de éxito? ⬇️#TuMundoHoy https://t.co/qAPG8JPWQz	problema hidroituango    pagar primo éxito      mundo  	0	3
764	1064750588007776256	2018-11-20 00:21:36	Citytv	Los secuestrados en poder del Eln, ¿cuántos son? Hay distintas versiones ⬇️#TuMundoHoy https://t.co/yWsA5KTyRR	secuestrar eln      distinto versionar     mundo  	0	3
769	1064990566402920448	2018-11-20 16:15:12	Citytv	El Hay Festival 2019 invita a 'imaginar el mundo' ► https://t.co/A6mOPCOgby https://t.co/wPbHMf0Atr	festival       invitar a   imaginar mundo       	0	3
773	1065071976421777408	2018-11-20 21:38:41	Citytv	.@JEP_Colombia dice que es ella y no la @FiscaliaCol quien debe decidir sobre bienes no entregados por las Farc. Se espera última palabra de la @CConstitucional #TuMundoHoy https://t.co/kDL4lM1ESO	    colombia y    decidir bien entregar farc   esperar palabra     mundo  	0	3
775	1065073257261486081	2018-11-20 21:43:47	Citytv	Tres ciudadanos venezolanos fueron expulsados de Colombia al ser capturados por robo. Tenían documentos falsos #TuMundoHoy https://t.co/tU54QMiX4T	ciudadano venezolano expulsar colombia capturar robar   tener documento falso   mundo  	0	3
776	1065076544048177154	2018-11-20 21:56:50	Citytv	17 de los embajadores ante la OEA están en Colombia para verificar la situación de los migrantes venezolanos.  El País espera que aprueben recursos para atender a los ciudadanos procedentes de Venezuela.  #TuMundoHoy https://t.co/WzwJwPDsb0	    embajador oea colombia verificar situación migrante venezolano    país esperar aprobar recurso atender a ciudadano procedente venezuela     mundo  	0	3
777	1065077887252996097	2018-11-20 22:02:11	Citytv	"""""""#TuMundoHoy habló en primicia con miembros de 'Los Triana', banda dedicada al microtráfico en Medellín: """"""""estaríamos dispuestos a someternos a la justicia"""""""". https://t.co/jp3CzAMlV9"""""""	   mundo hablar primicia miembro   triana    banda dedicar microtráfico medellín     estar disponer a someternos a justicia     	0	3
783	1065107124945076224	2018-11-20 23:58:21	Citytv	#TuMundoHoy ¿Qué le gusta a @LucasArnau tanto como cantar? Una costumbre familiar inspiró al cantante para comenzar un nuevo proyecto que combina música y cocina española. https://t.co/jvio6UYF8P	  mundo   gustar a    cantar   costumbre familiar inspirar cantante comenzar proyectar combinar músico y cocinar españolar   	0	3
790	1065441161580556288	2018-11-21 22:05:42	Citytv	El Gobernador de Antioquia, Luis Pérez, dice que los drones son insuficientes para fumigación de cultivos ilícitos. Pide autorización al Gobierno para fumigar con helicópteros #TuMundoHoy https://t.co/qpFNH6U1TC	gobernador antioquia   luis pérez   drones insuficiente fumigación cultivo ilícito   pedir autorización gobernar fumigar helicóptero   mundo  	0	3
791	1065456077637124096	2018-11-21 23:04:58	Citytv	#ElDato Colombia es el país número uno del mundo donde se realizan más procedimientos de rejuvenecimiento vaginal. #MejorHablemos con la doctora @linatrianamd, cirujana plática y autora del libro 'El renacimiento de la vagina'. https://t.co/ah2HWS9PJk	  datar colombia país número mundo realizar procedimiento rejuvenecimiento vaginal    hablar doctorar     cirujano plática y autor librar   renacimiento vagina    	0	3
800	1065790680088420353	2018-11-22 21:14:34	Citytv	La @FiscaliaCol descubrió (audios) en los que el alcalde de Envigado, funcionarios y particulares celebraban cada vez que robaban dineros públicos. Los señalados fueron capturados  #TuMundoHoy https://t.co/QEiTaFnEe2	   descubrir   audio   alcalde envigado   funcionario y particular celebrar robar dinero público   señalar capturar    mundo  	0	3
