	id_tweet	created_at	user_name	text	clean	subsubcluster
2980	1056072123045703680	2018-10-27 01:36:29	CIVICOSBOG	El día de hoy nuestras unidades como todos los viernes dispuestas a brindar apoyo en el inicio de la celebración de Halloween en Bogotá. https://t.co/RDc337ZrG6	unidad viernes disponer a brindar apoyar iniciar celebración halloween bogotá   	-1
2982	1056074330906386432	2018-10-27 01:45:16	CIVICOSBOG	Nuestras unidades brindaron apoyo de señalización en las Américas por 32. https://t.co/Rxr4LMeSEn	unidad brindar apoyar señalización américas      	-1
3015	1056356891306020865	2018-10-27 20:28:03	CIVICOSBOG	Un año más compartiendo y celebrando el día de los niños 🎃 Halloween 👻 con la comunidad del barrio El Contador, agradecemos a todas nuestras unidades y sus familias por la colaboración en… https://t.co/rVEla1AmGY	año compartir y celebrar niño    halloween    comunidad barrio contador   agradecer a unidad y familia colaboración   	-1
3714	1058564947410591744	2018-11-02 22:42:05	CIVICOSBOG	Esta noche nuestras unidades se encuentran en el municipio de Chia a solicitud de su alcalde el Sr. Leonardo Donoso; brindando colaboración en la celebración de Halloween en el restaurante… https://t.co/8glPWmScZG	noche unidad encontrar municipio chia a solicitud alcalde sr   leonardo donoso   brindar colaboración celebración halloween restaurante   	-1
5258	1063898644649254912	2018-11-17 15:56:17	CIVICOSBOG	Parte del trabajo de anoche de nuestras unidades cívicas, como todos los viernes brindando apoyo en Bogotá.      #ProtegerYServir https://t.co/O6M4snUB8d	anoche unidad cívico   viernes brindar apoyar bogotá         protegery servir  	-1
6767	1069039379228708864	2018-12-01 20:23:44	CIVICOSBOG	PROTEGER Y SERVIR!!!Parte de nuestro trabajo en las calles de Bogotá es brindar colaboración a la ciudadanía, en la noche del viernes 30 de noviembre nuestras unidades brindaron los… https://t.co/lell5FHimA	proteger y servir    calle bogotá brindar colaboración a ciudadanía   noche viernes     noviembre unidad brindar   	-1
6768	1069041430709104642	2018-12-01 20:31:53	CIVICOSBOG	Protegemos y servimos a la comunidad, por esto todos los viernes salimos a recorrer las calles en Bogotá para poder colaborarle a quien lo necesite en el momento indicado. Accidente… https://t.co/ZmOyM9vOZn	proteger y servir a comunidad   viernes salir a recorrer calle bogotá colaborarle a necesitar indicar   accidentar   	-1
7399	1071047939340951552	2018-12-07 09:25:02	CIVICOSBOG	Participamos en la Mesa de Trabajo Distrital de Manejo de Emergencias y Desastres en la presentación del Plan de Contingencia para la temporada navideña en la ciudad de Bogotá.¡Reducir… https://t.co/pXtEIpy9NM	participar mesar distrital manejar emergencia y desastre presentación plan contingencia temporada navideño ciudad bogotá   reducir   	-1
8146	1073790833906704391	2018-12-14 23:04:19	CIVICOSBOG	Últimos viernes del 2018 y nuestras unidades una vez más continúan brindando apoyo en Bogotá.PROTEGER Y SERVIR!!!! https://t.co/1DUBHKpvGh	viernes       y unidad continuar brindar apoyar bogotá proteger y servir      	-1
8375	1074872552219181056	2018-12-17 22:42:41	CIVICOSBOG	Agradecemos a todas las unidades, familiares, amigos y vecinos del barro el contador por acompañarnos en nuestra novena el día de hoy. @ Voluntarios Cívicos https://t.co/8gdT6X6cOW	agradecer a unidad   familiar   amigo y vecino barrer contador acompañarnos 9     voluntario cívico  	-1
8924	1076695029475930113	2018-12-22 23:24:33	CIVICOSBOG	Un año más colaborando con la obra social de la familia Gutiérrrez Molina. Agradecemos a todas las unidades, familiares y conocidos que aportaron su granito de arena para cumplir con… https://t.co/tdsF3DM3SY	año colaborar obrar social familia gutiérrrez molina   agradecer a unidad   familiar y conocido aportar granito arenar cumplir   	-1
719	1048535629573890048	2018-10-06 06:29:09	RedapBogota	Via al llano: A las 5 40 se habilito paso por el k64200. Aunque el tiempo no es favorable en el momento se mantendrá la apertura hasta donde las condiciones del sitio lo permitan	via llano   a       habilitar pasar k        favorable mantener apertura condicionar sitiar permitir	-1
721	1048539377490694144	2018-10-06 06:44:03	RedapBogota	"""""""*Via al llano:* """"""""A las 5 40 se habilito paso por el k64200. Aunque el tiempo no es favorable en el momento se mantendrá la apertura hasta donde las condiciones del sitio lo permitan"""""""""""""""	   via llano      a       habilitar pasar k        favorable mantener apertura condicionar sitiar permitir   	-1
983	1049688205811953667	2018-10-09 10:49:05	RedapBogota	Se desbordó El Zulia,Alerta en Cundinamarca por tormentas eléctricas y vendavales, Éxodo venezolano: crisis monumental,340 personas desplazadas por grupos armados ilegales en Riosucio Choco https://t.co/tLSwDDV7q5	desbordar zulia alertar cundinamarca tormenta eléctrico y vendaval   éxodo venezolano   crisis monumental      personar desplazar grupo armar ilegal riosucio chocar  	-1
984	1049688237290205185	2018-10-09 10:49:12	RedapBogota	Se desbordó El Zulia,Alerta en Cundinamarca por tormentas eléctricas y vendavales, Éxodo venezolano: crisis monumental,340 personas desplazadas por grupos armados ilegales en Riosucio Choco https://t.co/tLSwDDV7q5	desbordar zulia alertar cundinamarca tormenta eléctrico y vendaval   éxodo venezolano   crisis monumental      personar desplazar grupo armar ilegal riosucio chocar  	-1
443	1047857189250060289	2018-10-04 09:33:16	RedapBogota	Parque de la 93 movilidad habilita los dos carriles al. Sur de la cr 13	parque     movilidad habilitar carril   sur cr   	-1
3467	1057964058601775104	2018-11-01 06:54:22	RedapBogota	Avenida nqs hacia el norte desde la calle 11 hasta la Avenida de Las Américas	avenir nqs norte callar     avenir américas	-1
3739	1058701468230914049	2018-11-03 07:44:34	RedapBogota	7:25 am: se restablece la movilidad en los dos carriles del túnel Sáname, tiempo seco y buena movilidad. Bogotá- Villavicencio.	      am   restablecer movilidad carril túnel sáname   secar y movilidad   bogotá   villavicencio	-1
3908	1059870249753948160	2018-11-06 13:08:53	RedapBogota	Avenida boyacá 63-79 sentido norte sur individuo robándose una señal de tránsito si alguien está cerca por lo menos para tomar registro fotográfico	avenir boyacá        sentir norte sur individuo robándose señal tránsito alguien tomar registrar fotográfico	-1
5279	1064016708040564741	2018-11-17 23:45:26	RedapBogota	Informan de piques sobre la calzada exclusiva de transmilenio en el sector de la autopista Sur bosa la estación	informar pique calzar exclusivo transmilenio sector autopista sur bosa estación	-1
5704	1065573913525137408	2018-11-22 06:53:13	RedapBogota	Asimismo otro tramo congestionado desde antes de la avenida boyacá desde la carrera 73 hasta la carrera 71 sector de plaza de las  américas	asimismo tramar congestionar avenir boyacá carrera     carrera     sector plaza   américas	-1
5863	1065955002152337408	2018-11-23 08:07:31	RedapBogota	Buena movilidad Cra 19 sentido S - N entre Cll 116 y 161.	movilidad cra     sentir segundo    n cll      y     	-1
6615	1068482917117116417	2018-11-30 07:32:33	RedapBogota	avenida Calle 26 hacia el Oriente desde la carrera 96 hasta la avenida Ciudad de Cali	avenir callar     orientar carrera     avenir ciudad cali	-1
8400	1074999159449677824	2018-12-18 07:05:46	RedapBogota	RT @RianoCarlosA: Otra vez trancón en el puente de guadua.....estamos hechos en materia de movilidad en Bogotá....	    trancón puente guadua      hecho materia movilidad bogotá    	-1
8925	1076847392723476480	2018-12-23 09:29:59	RedapBogota	"""""""Rt: """"""""bajo del puente de la calle 153 paralela Norte Sur están haciendo retén dos uniformados sin la debida señalización y normas no se sabe si es de PONAL o personas de lo ajeno ya que en éstos días hay delincuencia"""""""""""""""	      puente callar      paralelo norte sur retener uniformar deber señalización y norma ponal o personar ajeno delincuencia   	-1
9258	1078806511059636224	2018-12-28 19:14:50	RedapBogota	@PoliciaBogota Informan en la Calle 145 * 12, al parecer persona fallecida por arma de fuego, se solicita Policía y ambulancia	   informar callar            parecer personar fallecido armar fuego   solicitar policía y ambulancia	-1
265	1047453995651006464	2018-10-03 06:51:07	RedapBogota	RT @ALFEBER: Para no armar trancon, parqueemos sobre la acera que es en adoquín y resiste. Av 19 con Cra 30 ⁦@Maorodriguezgon⁩ ⁦@SectorMovi…	    armar trancon   parquear acerar adoquín y resistir   av     cra           	-1
586	1048234394538921984	2018-10-05 10:32:09	RedapBogota	RT @vargasjpablo: Los camiones de @DECORtweet formando trancón en todas las calles de Bogotá, fuera de eso se ponen agrevisos a golpear y p…	    camión    formar trancón calle bogotá   poner agrevisos a golpear y página	-1
1113	1049972868086460416	2018-10-10 05:40:13	RedapBogota	departamento de Cundinamarca, Vía Bogotá villavicencio habilitada tenía mantenimiento vial en el túnel renacer, kilómetro 43	departamento cundinamarca   vía bogotá villavicencio habilitar mantenimiento vial túnel renacer   kilómetro   	-1
1588	1051110550896345088	2018-10-13 09:00:58	RedapBogota	Departamento de cundinamarca paso a Un carril vía tunja Barbosa por derrumbe sector la Cumbre kilómetro 13 + 900	departamento cundinamarca pasar a carril vía tunja barbosa derrumbar sector cumbre kilómetro         	-1
4753	1062657097509281792	2018-11-14 05:42:49	RedapBogota	RT @alexandraceae: La avenida Boyacá está sin trancón.*Pide un deseo*	    avenir boyacá trancón   pedir desear	-1
5237	1063759305537662977	2018-11-17 06:42:36	RedapBogota	RT @llon_marti: @PoliciaColombia Boyacá  con calle 17 ( Bavaria) tres hombres aprovechan el  trancon para robar a vehiculos en horas de la…	   marti     boyacá   callar       bavaria   hombre aprovechar   trancon robar a vehiculos	-1
6037	1067008140766576641	2018-11-26 05:52:19	RedapBogota	RT @RedapNacional: Fuerte co gestión vehicular facatativa - Madrid desde la calle de los abogados, alguien tiene información sobre la causa?	    fuerte co gestión vehicular facatativa    madrid callar abogar   alguien información causar	-1
7571	1071929760001986560	2018-12-09 19:49:04	RedapBogota	Bastante flujo vehicular Panamericana sector Contradecum Indio Fusagasugá	flujo vehicular panamericano sector contradecum indio fusagasugá	-1
7597	1072131999912128512	2018-12-10 09:12:42	RedapBogota	Bomberos de la estación Chapinero controlan un quema forestal en el kilómetro 2 ( aproximadamente) vía La Calera. Se realiza ataque directo y se asegura el área.	bombero estación chapinero controlar quemar forestal kilómetro        vía calero   realizar atacar directo y asegurar área	-1
8276	1074642908379316226	2018-12-17 07:30:09	RedapBogota	RT @Fhlizarralde: ¿Otro bloqueo en @TransMilenio? Qué raro que colapse por cualquier cosa.Mierdero en la estación Banderas. @TransMiser…	     bloquear     raro colapsar coser mierdero estación bandera    	-1
3045	1056743494226767873	2018-10-28 22:04:17	RedapBogota	Vía Bogotá villavicencio Se presenta cierre en el k58 y en el k64200 por fuerte lluvia	vía bogotá villavicencio presentar cerrar k    y k       fuerte lluvia	-1
6190	1067434246841688064	2018-11-27 10:05:31	RedapBogota	asi se debe hacer un control, Crece el número de venezolanos presos, Protesta camionera, SOAT VIRTUAL EMPEZARÁ A REGIR DESDE ENERO DE 2019, Asi se debe hacer un puesto de control https://t.co/aGxlELCuky https://t.co/jxCAc1KNcy	control   crecer número venezolano preso   protestar camionero   soat virtual empezar a regir enero        poner control    	-1
6191	1067434423539232769	2018-11-27 10:06:13	RedapBogota	asi se debe hacer un control, Crece el número de venezolanos presos, Protesta camionera, SOAT VIRTUAL EMPEZARÁ A REGIR DESDE ENERO DE 2019, Asi se debe hacer un puesto de control  https://t.co/jxCAc1KNcy	control   crecer número venezolano preso   protestar camionero   soat virtual empezar a regir enero        poner control   	-1
285	1047504364871532545	2018-10-03 10:11:16	RedapBogota	¿Qué tan alto es el salario mínimo frente a otros países?, Condenados a 33 años de prisión por atroz crimen, Nuevo foco de fiebre aftosa en Sogamoso, Sancionan soldado por caso de Guacho https://t.co/IAT7mnOfx5	  alto salariar mínimo frente a país    condenar a     año prisión atroz crimen   foco fiebre aftoso sogamoso   sancionar soldar casar guacho  	-1
6841	1069605758348738563	2018-12-03 09:54:19	RedapBogota	Petro dice que sabía que lo estaban grabando en el momento en el que recibió los fajos de billetes, Los vigilantes privados se ofrecen para vigilar cárceles del país,Audiencia pública por derechos de la poblaciónhttps://t.co/1YyezGlsT2	petro saber grabar recibir fajo billete   vigilante privar ofrecer vigilar cárcel país audiencia público derecho  	-1
8549	1075426550944808960	2018-12-19 11:24:04	RedapBogota	Atracadores reincidentes libres,atacar el crimen en tiempo real,Piden al ELN dar información,abusos  menores en jardín del Distrito,si lo roban en un centro comercial,investigan masacre en Mapiripán https://t.co/2PlSw8fPPY	atracador reincidente libre atacar crimen real pedir eln información abuso   menor jardín distrito robar centrar comercial investigar masacrar mapiripán  	-1
8551	1075426613221838849	2018-12-19 11:24:19	RedapBogota	Atracadores reincidentes libres,atacar el crimen en tiempo real,Piden al ELN dar información,abusos  menores en jardín del Distrito,si lo roban en un centro comercial,investigan masacre en Mapiripán - https://t.co/2PlSw8fPPY	atracador reincidente libre atacar crimen real pedir eln información abuso   menor jardín distrito robar centrar comercial investigar masacrar mapiripán    	-1
420	1047807400777080832	2018-10-04 06:15:26	RedapBogota	RT @CaracolBga: #AEstaHora | Los oyentes Caracol reportan fuerte trancón el vía a Centro Abastos, no hay paso vehicular. https://t.co/L0Als…	     a hora    oyente caracol reportar fuerte trancón vía a centrar abastos   pasar vehicular   	-1
4637	1062300457853509633	2018-11-13 06:05:40	RedapBogota	RT: Aeronáutica Civil informa que a la hora operan con total normalidad los aeropuertos en todo el territorio colombiano	  aeronáutico civil informar a hora operar normalidad aeropuerto territorio colombiano	-1
4786	1062709455329128448	2018-11-14 09:10:52	RedapBogota	RT @lu_fe_sen_: @RedapBogota que pasa en la 80 salida a Bogota? del cortijo a al puente de guardia 58 min según waze	   fe sen      paso     salir a bogota   cortijo a puente guardia     minuto waze	-1
5847	1065924659030433794	2018-11-23 06:06:57	RedapBogota	Aeronáutica Civil informa que a la hora operan con total normalidad los aeropuertos en todo el territorio colombiano	aeronáutico civil informar a hora operar normalidad aeropuerto territorio colombiano	-1
6039	1067008299944558592	2018-11-26 05:52:57	RedapBogota	Aeronáutica Civil informa que a la hora operan con total normalidad los aeropuertos en todo el territorio colombiano	aeronáutico civil informar a hora operar normalidad aeropuerto territorio colombiano	-1
6167	1067373655435431936	2018-11-27 06:04:44	RedapBogota	RT: Aeronáutica Civil informa que a la hora operan con total normalidad los aeropuertos en todo el territorio colombiano	  aeronáutico civil informar a hora operar normalidad aeropuerto territorio colombiano	-1
8402	1075008460117471232	2018-12-18 07:42:44	RedapBogota	RT @TransMilenio: #Atención 🚨Esta mujer fue capturada por la @PoliciaBogota tras haberle hurtado el celular bajo la modalidad de cosquill…	     atención   mujer capturar    haberle hurtar celular modalidad cosquill	-1
301	1047546916572225536	2018-10-03 13:00:22	RedapBogota	Lluvia  fuerte en bache, bochica, quirigua etc. Tener precaución	lluvia   fuerte bache   bochica   quirigua etcétera   precaución	-1
757	1048739335976226816	2018-10-06 19:58:36	RedapBogota	¿Me das una mano compartiendo y firmando esta petición?https://t.co/m4cxoSBirT	  dar manir compartir y firmar petición  	-1
956	1049615595736588290	2018-10-09 06:00:33	RedapBogota	https://t.co/b7ud7xinYy cierre costado puente calle 26	   cerrar costar puente callar   	-1
959	1049623892527075330	2018-10-09 06:33:31	RedapBogota	RT @SectorMovilidad: 📢 No olvides que a partir de hoy y por un término de tres meses se procederá al cierre por carriles no simultáneos de…	      olvidar a y término mesar proceder cerrar carril simultáneo	-1
1114	1049977353303220224	2018-10-10 05:58:03	RedapBogota	Estas son las vías por donde pasarán las marchas estudiantiles en Bogotáhttps://t.co/H9zrZNqkoU	vía pasar marchar estudiantil  	-1
1308	1050407459062509569	2018-10-11 10:27:08	RedapBogota	Bogota Girardot se va a realizar reversible por el tunel para descongestionar la via	bogota girardot a reversible tunel descongestionar via	-1
1321	1050424986140385281	2018-10-11 11:36:47	RedapBogota	desplazamiento  de Bogotá hasta San José del Guaviare, por Villavicencio - San martin sin novedad tráfico fluyendo normal	desplazamiento   bogotá santo josé guaviare   villavicencio    santo martin novedad tráfico fluir normal	-1
1660	1051819359100948482	2018-10-15 07:57:31	RedapBogota	Cambia el reversible en la vía al llano https://t.co/2cjfxd9AEH	cambiar reversible vía llano  	-1
2126	1053316301366722560	2018-10-19 11:05:50	RedapBogota	@PoliciaBogota @Ambientebogota En frente de la superfinanciera por la carrera 4 entre Calle 7 y 6D  abandonaron una mascota sin agua y sin comida	     frente superfinanciera carrera    callar    y   d   abandonar mascota aguar y comer	-1
2727	1055427048309772290	2018-10-25 06:53:11	RedapBogota	no estan dejando pasar un alimentador en el portal de usme, vienen muy llenos y la gente esta bloqueando el paso.	dejar pasar alimentador portal usme   venir lleno y gente bloquear pasar	-1
2729	1055430951088676864	2018-10-25 07:08:42	RedapBogota	NOTIRED EN EL NOVENO SIMULACRO DISTRITAL DE EVACUACIÓN 2018https://t.co/4yJRcOLsJj	notired 9 simulacro distrital evacuación      	-1
4033	1060152369281929217	2018-11-07 07:49:56	RedapBogota	RT @juanpcaicedod: @SectorMovilidad gran trancón Av Suba Occ-Orie y la policía haciendo protocolo en cada semáforo en vez de ayudar con la…	      trancón av subir occ orie y policía protocolar semáforo ayudar	-1
4316	1060858683717046272	2018-11-09 06:36:34	RedapBogota	RT @CanalCapital: Rechazamos rotundamente esta agresión a policías que custodiaban la sede de RCN Radio. El derecho a la protesta no es com…	    rechazar rotundamente agresión a policía custodiar sedar rcn radiar   derecho a protestar com	-1
4573	1062004642547154946	2018-11-12 10:30:12	RedapBogota	*Apertura PMU PSCN Nacional entidades presentes para el Puente Festivo INDEPENDENCIA DE CARTAGENA 12-11-2018 10:00 horas* https://t.co/rfPJcBOWpu	  apertura pmu pscn nacional entidad presente puente festivo independencia cartagena                     	-1
4756	1062666925589839872	2018-11-14 06:21:53	RedapBogota	RT @Marcelamac71: @Bogota @EnriquePenalosa @SectorMovilidad ummm si muy bonita pero justo hoy no la tengo clara dijo que nos ahorramos medi…	          ummm bonito justar claro ahorrar medi	-1
4785	1062709412765356032	2018-11-14 09:10:42	RedapBogota	RT @helicoptero1977: @RedapBogota portal 80 colapsado..así está el ingreso peatonal https://t.co/cRFQzrG0bf	      portal     colapsar   ingresar peatonal  	-1
4791	1062712377664266241	2018-11-14 09:22:29	RedapBogota	Cortes de Agua y Codensa Energía https://t.co/1S3ORis6Pu	corte aguar y codensa energía  	-1
4920	1063041008244527105	2018-11-15 07:08:21	RedapBogota	Sistema notired pendiente a sus reportes para ser retransmitidos  en https://t.co/SUe1A9Gmpz	sistema notired pendiente a reporte retransmitir    	-1
4959	1063094032937684993	2018-11-15 10:39:03	RedapBogota	@RedapNacional Ya se dió apertura del túnel nuevamente. No se hace necesario hacer oleadas o contraflujo por vía alterna	   dió apertura túnel nuevamente   necesario olear o contraflujo vía alterno	-1
4960	1063094083919507457	2018-11-15 10:39:15	RedapBogota	@numeral767 @RedapNacional Ya se dió apertura del túnel nuevamente. No se hace necesario hacer oleadas o contraflujo por vía alterna	     dió apertura túnel nuevamente   necesario olear o contraflujo vía alterno	-1
4963	1063097618711011329	2018-11-15 10:53:18	RedapBogota	RT @PoliciaColombia: Manifestarse pacíficamente es válido, los bloqueos NO, garantizamos el derecho constitucional a la libre locomoción. #…	    manifestarse pacíficamente válido   bloqueo   garantizar derecho constitucional a librar locomoción    	-1
5123	1063445758182125568	2018-11-16 09:56:41	RedapBogota	Estadisticas y geolocalizacion de los principales delitos en Colombia, Sanciones contra conductores que superen los 50 km/h en Bogotá,https://t.co/43yZikNqgJ	estadisticas y geolocalizacion principal delito colombia   sancionar conductor superar     kilómetro hora bogotá  	-1
5126	1063449768146452481	2018-11-16 10:12:37	RedapBogota	desde https://t.co/SUe1A9Gmpz ayudando a crear otra emisora https://t.co/H6RFj1pFJN	   ayudar a crear emisor  	-1
5329	1064479149044187137	2018-11-19 06:23:00	RedapBogota	RT @OscarQPensador: El Pico y placa, evidencia del atraso en infraestructura de más de 60 años que tiene Bogotá... https://t.co/eywzzwzdh4	    picar y placa   evidenciar atrasar infraestructura     año bogotá     	-1
5467	1064846967283552257	2018-11-20 06:44:35	RedapBogota	RT @RedapNacional: Reporte METEOROLÓGICO AEROPUERTOS ML 6 a.m. CERRADOS: Aeropuertos de Barrancabermeja, Carepa, Mitú y Corozal. Demás…	    reportar meteorológico aeropuerto mililitro    a metro   cerrar   aeropuerto barrancabermeja   carepa   mitú y corozal  	-1
5469	1064847167343534080	2018-11-20 06:45:23	RedapBogota	RT @TranconCll13: #tranconesdias, ahí esta su restricción de tráfico pesado https://t.co/OKKYJHp5sk	     tranconesdias   restricción tráfico pesar  	-1
5844	1065922433339801600	2018-11-23 05:58:06	RedapBogota	RT @in_mct: @numeral767 Buenos días, por favor nos suministran información de flujo vehícular a la entrada de Bogotá, reportan trancon de m…	   mct       favor suministrar información flujo vehícular a entrar bogotá   reportar trancon metro	-1
6164	1067370179066294272	2018-11-27 05:50:56	RedapBogota	RT @Waze_Bog: Buen día #Wazers #PicoyPlaca para hoy en #Bogotá #FelizMartes https://t.co/pqxobtXY2a	   bog     wazers   picoy placa   bogotá   feliz martes  	-1
6967	1069940594900955137	2018-12-04 08:04:51	RedapBogota	estamos en NOTIRED el informativo , escuchenos en https://t.co/SUe1A9Gmpz	notired informativo    escuchenos  	-1
6977	1069951512376418310	2018-12-04 08:48:13	RedapBogota	tambien pueden bajar la aplicacion en https://t.co/SUe1A9Gmpz seccion contactenos	bajar aplicacion    seccion contactenos	-1
7091	1070271928022298624	2018-12-05 06:01:26	RedapBogota	I posted a new video to Facebook https://t.co/vP6ZaN6GAl	i posted a new video to facebook  	-1
7095	1070277955522314241	2018-12-05 06:25:24	RedapBogota	I posted a new video to Facebook https://t.co/kGA2FcAl3q	i posted a new video to facebook  	-1
7209	1070642154043781120	2018-12-06 06:32:35	RedapBogota	Notired el Informativo 6Dic18 https://t.co/UfyGsEPPaq	notired informativo   dic    	-1
7210	1070642483586043905	2018-12-06 06:33:54	RedapBogota	I posted a new video to Facebook https://t.co/AXlZf3JuPH	i posted a new video to facebook  	-1
7247	1070703032311140352	2018-12-06 10:34:30	RedapBogota	Cortes de Energia y Agua https://t.co/1S3ORis6Pu	corte energia y aguar  	-1
7249	1070703596390572032	2018-12-06 10:36:44	RedapBogota	RT @elespectador: Aliste la bici: este jueves 13 de diciembre hay ciclovía nocturna en Bogotá. https://t.co/cXArnLF1Bj https://t.co/nF3MHFF…	    alistar bici   jueves     diciembre ciclovía nocturno bogotá     	-1
7374	1070992136546463745	2018-12-07 05:43:18	RedapBogota	Cortes de Agua y Luz Bogota https://t.co/1S3ORis6Pu	corte aguar y luz bogota  	-1
7375	1070992309737664513	2018-12-07 05:43:59	RedapBogota	Cortes de Agua y Luz Bogota  - https://t.co/1S3ORis6Pu	corte aguar y luz bogota     	-1
7378	1070995070319554565	2018-12-07 05:54:57	RedapBogota	@Rolo_JP @TransitoPolicia @SectorMovilidad @TransitoBta gracias!! bienvenidos al sistemaNotired	   jp        gracia    bienvenido sistema notired	-1
7379	1070997609811206145	2018-12-07 06:05:03	RedapBogota	I posted a new video to Facebook https://t.co/8K4D7P6IaA	i posted a new video to facebook  	-1
7391	1071023786449747968	2018-12-07 07:49:04	RedapBogota	I posted a new video to Facebook https://t.co/ML4FuACKDA	i posted a new video to facebook  	-1
7705	1072508235951804417	2018-12-11 10:07:44	RedapBogota	Cortes de Agua y Luz Bogota https://t.co/1S3ORis6Pu	corte aguar y luz bogota  	-1
7706	1072508262740910080	2018-12-11 10:07:50	RedapBogota	Cortes de Agua y Luz Bogota - https://t.co/1S3ORis6Pu	corte aguar y luz bogota    	-1
7708	1072510422379573250	2018-12-11 10:16:25	RedapBogota	Boletin Notired 11Dic18 https://t.co/suJTJ98KXS	boletin notired    dic    	-1
7709	1072510446115192848	2018-12-11 10:16:31	RedapBogota	Boletin Notired 11Dic18 - https://t.co/suJTJ98KXS	boletin notired    dic      	-1
7798	1072802213154701312	2018-12-12 05:35:53	RedapBogota	RT @SectorMovilidad: #FelizMiércoles#MuéveteMejor en 🚲El #PicoYPlaca para hoy:🚘 Particulares: pares🚍 TPC: 7-8🚖 Taxis y Especiales:…	     feliz miércoles muévete     picoy placa    particular   parir   tpc        taxi y especial  	-1
7803	1072812858713534464	2018-12-12 06:18:12	RedapBogota	Cortes Agua y Luz Bogota - https://t.co/1S3ORis6Pu	corte aguar y luz bogota    	-1
7804	1072812934961774592	2018-12-12 06:18:30	RedapBogota	Cortes Agua y Luz Bogota https://t.co/1S3ORis6Pu	corte aguar y luz bogota  	-1
7834	1072878564930961408	2018-12-12 10:39:17	RedapBogota	@esrobado vehículo Monza Color Rojo Modelo 90 Placa REI942 halado - Bogota - Venecia #esrobado 12Dic18 https://t.co/IVmnG2V9AM	   vehículo monza color rojo modelar     placa rei     halar    bogota    venecia   esrobado    dic    	-1
7925	1073165664792252416	2018-12-13 05:40:07	RedapBogota	Informan de atraco a personas en vehículo en otro vehículo que se identificaron como policías un Kia cerato de placas oil-707 atraco ocurrió en la avenida Ciudad de Cali con calle 80	informar atracar a personar vehículo vehículo identificar policía kia cerato placa oil      atracar ocurrir avenir ciudad cali callar   	-1
7927	1073167217007755264	2018-12-13 05:46:17	RedapBogota	Cortes Agua y Luz Bogota - https://t.co/1S3ORis6Pu	corte aguar y luz bogota    	-1
7928	1073167279167324161	2018-12-13 05:46:32	RedapBogota	Cortes Agua y Luz Bogota https://t.co/1S3ORis6Pu	corte aguar y luz bogota  	-1
7968	1073251758137327616	2018-12-13 11:22:13	RedapBogota	Boletin Notired 13Dic18 - https://t.co/Qw8p0jTzDK	boletin notired    dic      	-1
7969	1073251936705622017	2018-12-13 11:22:56	RedapBogota	Ciclovía nocturna, marcha de estudiantes Universidades Públicas, Gobierno departamental evalúa riesgos, Misteriosa desaparición de jóvenes en La Gabarra. https://t.co/Qw8p0jTzDK	ciclovía nocturno   marchar estudiante universidad público   gobernar departamental evaluar riesgo   misterioso desaparición joven gabarra   	-1
8229	1074332769113833472	2018-12-16 10:57:46	RedapBogota	@esrobada camioneta de placa DDC437 AL FRENTE DEL COJUNTO ATALEA EN MOSQUERA 16Dic18 #esrobada	   camioneta placa ddc     frente cojunto atalea mosquera    dic     esrobada	-1
8268	1074617040906915840	2018-12-17 05:47:22	RedapBogota	Cortes Agua y luz Bogota - https://t.co/1S3ORis6Pu	corte aguar y luz bogota    	-1
8269	1074617131856261120	2018-12-17 05:47:44	RedapBogota	Cortes Agua y luz Bogota https://t.co/1S3ORis6Pu	corte aguar y luz bogota  	-1
8403	1075008495240527872	2018-12-18 07:42:52	RedapBogota	RT @TransMilenio: #Atención🚨Este sujeto fue capturado por la @PoliciaBogota en la estación Calle 22 luego de hurtarle el celular a un usua…	     atención sujetar capturar    estación callar     hurtarle celular a usua	-1
8534	1075394446051762177	2018-12-19 09:16:30	RedapBogota	Cortes de agua y luz en Bogota - https://t.co/1S3ORis6Pu	corte aguar y luz bogota    	-1
8535	1075394516486639616	2018-12-19 09:16:47	RedapBogota	Cortes de agua y luz en Bogota https://t.co/1S3ORis6Pu	corte aguar y luz bogota  	-1
8676	1075773722038919173	2018-12-20 10:23:36	RedapBogota	Cortes de Agua y Luz en Bogota - https://t.co/1S3ORiavqU	corte aguar y luz bogota    	-1
8677	1075773796131340292	2018-12-20 10:23:54	RedapBogota	Cortes de Agua y Luz en Bogota https://t.co/1S3ORiavqU	corte aguar y luz bogota  	-1
8773	1076081941416431618	2018-12-21 06:48:22	RedapBogota	la acaban de @esrobado  turbo NPR con placas XID454 de Duitama cualquier información al número 3138905181 #esrobado https://t.co/VbTCRUla1S	acabar     turbar npr placa xid     duitama información número              esrobado  	-1
8965	1077157939901882368	2018-12-24 06:04:00	RedapBogota	Desde HOY el servicio C17 - H17 que cubre el trayecto de Suba a Usme , tendrá una ampliación en su horario de operación	servicio c      hora    cubrir trayecto subir a usme    ampliación horario operación	-1
8966	1077158793467830272	2018-12-24 06:07:23	RedapBogota	Cortes de agua y luz para Bogotá - https://t.co/1S3ORis6Pu	corte aguar y luz bogotá    	-1
8967	1077158860761300992	2018-12-24 06:07:39	RedapBogota	Cortes de agua y luz para Bogotá https://t.co/1S3ORis6Pu	corte aguar y luz bogotá  	-1
